MAE,RMSE,R2,MAPE,Bias,N,Model,Stage,Split,CV_MAE
3.718491148295233,4.91226670596222,0.1956011990406027,9.620104813617015,0.7116699493145722,2421,LightGBM,Normal_TTT_le60,Temporal,
3.6403115184457846,4.82799832252889,0.22296289260053825,9.42601694098487,0.6850703370760075,2421,CatBoost,Normal_TTT_le60,Temporal,
3.794674515911293,4.974523973030488,0.1750823531437773,9.817966977249807,0.7790967639543359,2421,XGBoost,Normal_TTT_le60,Temporal,
3.6634693208806945,4.851193174690979,0.2154788159131068,9.49171831840345,0.7200367341858409,2421,LightGBM_tuned,Normal_TTT_le60,Temporal,3.414915106409635
3.7496697325604056,4.950696556516314,0.182965954575395,9.695243019293803,0.728810971257691,2421,Stacking,Normal_TTT_le60,Temporal,
3.6895877321165673,4.867465970678092,0.21020680781851053,9.554106215219425,0.7252790167816385,2421,Voting,Normal_TTT_le60,Temporal,
3.28289299155194,4.562160573483439,0.2666053565811649,8.244586252671429,-0.14242232438203312,2421,LightGBM,Normal_TTT_le60,Random,
