Source,Target,Spearman,PartialCorr,AbsPartial,Direct_vs_indirect
CARBON_EFFICIENCY,TTT,0.11670351937371178,0.049570768631236904,0.049570768631236904,likely_indirect_or_weak
SOLID_BURDEN_COMPACTNESS,TTT,0.26603202957150024,0.04933202504652223,0.04933202504652223,likely_indirect_or_weak
FLUX_EFFICIENCY,CARBON_EFFICIENCY,0.12185139885119588,0.04927661882584451,0.04927661882584451,likely_indirect_or_weak
LIQUID_METAL_DOMINANCE,CARBON_EFFICIENCY,-0.09205887414028434,-0.04889580741545647,0.04889580741545647,likely_indirect_or_weak
CARBON_EFFICIENCY,SOLID_BURDEN_RATIO,0.09205886089374332,0.04889580741541701,0.04889580741541701,likely_indirect_or_weak
HM_UTILIZATION,TTT,-0.19694019512115404,0.04740101726702552,0.04740101726702552,likely_indirect_or_weak
BUCKET_UTILIZATION,FLUX_EFFICIENCY,0.3444095881072602,-0.04735606855318463,0.04735606855318463,likely_indirect_or_weak
BUCKET_X_CPC,HM_X_OXY_NORM,-0.15643766327377623,-0.047053398146159525,0.047053398146159525,likely_indirect_or_weak
SOLID_BURDEN_COMPACTNESS,FLUX_SATURATION_INDEX,-0.3639277479851201,0.04588299773478276,0.04588299773478276,likely_indirect_or_weak
FLUX_EFFICIENCY,CHEMICAL_ENERGY_PROXY,-0.05623465850812717,0.04455295788510247,0.04455295788510247,likely_indirect_or_weak
CHARGE_DIVERSITY_INDEX,FOAM_SLAG_PROXY,0.08189196264926611,0.044461700332283416,0.044461700332283416,likely_indirect_or_weak
HM_TO_DRI_RATIO,OXYGEN_PER_TONNE,-0.07091504145786713,0.044071575793143775,0.044071575793143775,likely_indirect_or_weak
SLAG_CHEMISTRY_PROXY,HM_DRI_SCRAP_PRODUCT,-0.5194466176603749,-0.043482503270873975,0.043482503270873975,likely_indirect_or_weak
DRI_UTILIZATION,FLUX_EFFICIENCY,-0.3722334652513556,-0.04335248897839683,0.04335248897839683,likely_indirect_or_weak
BURDEN_SYMMETRY,CARBON_EFFICIENCY,0.05945256110080375,-0.04201685663379538,0.04201685663379538,likely_indirect_or_weak
BURDEN_SYMMETRY,SOLID_BURDEN_COMPACTNESS,0.44848337960417145,-0.04199896649135924,0.04199896649135924,likely_indirect_or_weak
FLUX_SATURATION_INDEX,CARBON_EFFICIENCY,-0.15494077101706225,0.04181620372246428,0.04181620372246428,likely_indirect_or_weak
SLAG_CHEMISTRY_PROXY,MGO_SATURATION_PROXY,0.04946687998092991,-0.040449919420865094,0.040449919420865094,likely_indirect_or_weak
CHARGE_DIVERSITY_INDEX,CHEMICAL_ENERGY_PROXY,0.07748601702545926,-0.03972226394594949,0.03972226394594949,likely_indirect_or_weak
BURDEN_SYMMETRY,BASICITY_PROXY,0.39601274297361966,-0.039352119912359755,0.039352119912359755,likely_indirect_or_weak
SLAG_CHEMISTRY_PROXY,TTT,-0.1023142143005698,0.038938768684188066,0.038938768684188066,likely_indirect_or_weak
HM_OXY_COORDINATION,BUCKET_X_CPC,-0.3386702706050641,0.03882288000082906,0.03882288000082906,likely_indirect_or_weak
HM_UTILIZATION,CHEMICAL_ENERGY_PROXY,-0.13017896849874142,-0.038658763330083085,0.038658763330083085,likely_indirect_or_weak
HM_TO_DRI_RATIO,HM_X_OXY_NORM,0.12112061559905941,-0.038600199091285446,0.038600199091285446,likely_indirect_or_weak
FLUX_EFFICIENCY,HM_DRI_SCRAP_PRODUCT,0.31405688225454587,0.03753690180539803,0.03753690180539803,likely_indirect_or_weak
OXYGEN_EXCESS_INDEX,BUCKET_X_CPC,-0.2980056222567038,-0.037291200931505404,0.037291200931505404,likely_indirect_or_weak
FLUX_EFFICIENCY,BUCKET_X_CPC,0.32329052916775597,0.03708720443524676,0.03708720443524676,likely_indirect_or_weak
SOLID_BURDEN_COMPACTNESS,BUCKET_X_CPC,0.2663110076626278,0.03687438705903124,0.03687438705903124,likely_indirect_or_weak
FLUX_EFFICIENCY,OXYGEN_PER_TONNE,-0.4101725982281426,0.03618540286875855,0.03618540286875855,likely_indirect_or_weak
BURDEN_SYMMETRY,OXYGEN_PER_TONNE,0.01945091723267057,-0.03574717252762395,0.03574717252762395,likely_indirect_or_weak
BURDEN_IMBALANCE,CARBON_EFFICIENCY,0.07924918856168886,-0.035694109522919404,0.035694109522919404,likely_indirect_or_weak
BURDEN_IMBALANCE,FLUX_EFFICIENCY,0.25908811146208766,-0.03511728465733221,0.03511728465733221,likely_indirect_or_weak
BURDEN_IMBALANCE,FOAM_SLAG_PROXY,0.07464562470010937,0.034896048634466874,0.034896048634466874,likely_indirect_or_weak
MGO_SATURATION_PROXY,HM_TO_DRI_RATIO,-0.06877632056222027,-0.03475457256754284,0.03475457256754284,likely_indirect_or_weak
BURDEN_ENTROPY,FOAM_SLAG_PROXY,0.08035254949780303,-0.0344323337093634,0.0344323337093634,likely_indirect_or_weak
BURDEN_SYMMETRY,OXYGEN_EXCESS_INDEX,-0.0594523205886144,0.033928802687576996,0.033928802687576996,likely_indirect_or_weak
MGO_SATURATION_PROXY,TTT,-0.06055666220820446,-0.03316490516225211,0.03316490516225211,likely_indirect_or_weak
BURDEN_SYMMETRY,HM_OXY_COORDINATION,-0.1404637029469777,-0.03302469685446275,0.03302469685446275,likely_indirect_or_weak
MGO_SATURATION_PROXY,CHEMICAL_ENERGY_PROXY,-0.03556062668551494,-0.03248146226690863,0.03248146226690863,likely_indirect_or_weak
FLUX_SATURATION_INDEX,OXYGEN_PER_TONNE,0.3269517022820378,0.03198058163402463,0.03198058163402463,likely_indirect_or_weak
DRI_UTILIZATION,CARBON_EFFICIENCY,-0.07795402860627669,-0.031659611168575394,0.031659611168575394,likely_indirect_or_weak
DRI_UTILIZATION,FOAM_SLAG_PROXY,-0.05538905708009014,0.031118496331458596,0.031118496331458596,likely_indirect_or_weak
MGO_SATURATION_PROXY,BUCKET_X_CPC,-0.1080596133655288,-0.030747731233857482,0.030747731233857482,likely_indirect_or_weak
BURDEN_ENTROPY,CHEMICAL_ENERGY_PROXY,0.07649620476195214,0.030480368844216003,0.030480368844216003,likely_indirect_or_weak
CHARGE_DIVERSITY_INDEX,FLUX_EFFICIENCY,0.2570243248917777,-0.030451226271641235,0.030451226271641235,likely_indirect_or_weak
BURDEN_ENTROPY,CARBON_EFFICIENCY,0.08438962342918399,0.030183946140960122,0.030183946140960122,likely_indirect_or_weak
CHARGE_DIVERSITY_INDEX,CARBON_EFFICIENCY,0.08627973567826804,-0.029943389188473835,0.029943389188473835,likely_indirect_or_weak
BURDEN_ENTROPY,TTT,0.30926341245323424,0.02844598002874011,0.02844598002874011,likely_indirect_or_weak
LIQUID_METAL_DOMINANCE,OXYGEN_EXCESS_INDEX,0.0920583539722496,0.028193953318671208,0.028193953318671208,likely_indirect_or_weak
OXYGEN_EXCESS_INDEX,SOLID_BURDEN_RATIO,-0.09205834072570858,-0.028193953318669075,0.028193953318669075,likely_indirect_or_weak
FLUX_SATURATION_INDEX,TTT,-0.09455349832185021,-0.02814361782458928,0.02814361782458928,likely_indirect_or_weak
LIQUID_METAL_DOMINANCE,HM_OXY_COORDINATION,0.25092754483909147,-0.027924765059552055,0.027924765059552055,likely_indirect_or_weak
HM_OXY_COORDINATION,SOLID_BURDEN_RATIO,-0.25092752559963694,0.027924765059549175,0.027924765059549175,likely_indirect_or_weak
FLUX_SATURATION_INDEX,BUCKET_X_CPC,-0.4398831031668353,0.027572362290975788,0.027572362290975788,likely_indirect_or_weak
BURDEN_SYMMETRY,MGO_SATURATION_PROXY,-0.10981670986970417,-0.027091294056671752,0.027091294056671752,likely_indirect_or_weak
HM_UTILIZATION,BUCKET_X_CPC,-0.2802086760513144,-0.026321543739715028,0.026321543739715028,likely_indirect_or_weak
CHEMICAL_ENERGY_PROXY,HM_OXY_COORDINATION,-0.897994304366036,0.026105766654521318,0.026105766654521318,likely_indirect_or_weak
BURDEN_IMBALANCE,OXYGEN_PER_TONNE,0.013308437748610687,-0.02609388629521936,0.02609388629521936,likely_indirect_or_weak
BURDEN_IMBALANCE,CHEMICAL_ENERGY_PROXY,0.07572665105453794,-0.026025636752702842,0.026025636752702842,likely_indirect_or_weak
MGO_SATURATION_PROXY,OXYGEN_PER_TONNE,0.006048956706832413,0.025551156247030846,0.025551156247030846,likely_indirect_or_weak
SLAG_CHEMISTRY_PROXY,CARBON_EFFICIENCY,-0.12938241054143623,-0.025365409036401422,0.025365409036401422,likely_indirect_or_weak
BURDEN_IMBALANCE,SLAG_CHEMISTRY_PROXY,-0.4636895424671816,-0.02531561051339876,0.02531561051339876,likely_indirect_or_weak
HM_UTILIZATION,HM_OXY_COORDINATION,0.25092743639596665,0.025190144999702842,0.025190144999702842,likely_indirect_or_weak
CHEMICAL_ENERGY_PROXY,OXYGEN_EXCESS_INDEX,-0.9037325911050366,-0.0250507646866839,0.0250507646866839,likely_indirect_or_weak
FOAM_SLAG_PROXY,HM_OXY_COORDINATION,-0.9352518475913142,-0.0245118851252862,0.0245118851252862,likely_indirect_or_weak
BUCKET_UTILIZATION,CARBON_EFFICIENCY,0.13069921871217052,-0.02445772947933637,0.02445772947933637,likely_indirect_or_weak
HM_UTILIZATION,OXYGEN_EXCESS_INDEX,0.092058234545675,-0.0243473564713776,0.0243473564713776,likely_indirect_or_weak
BURDEN_IMBALANCE,HM_X_OXY_NORM,0.017388198717797846,0.024337289053392556,0.024337289053392556,likely_indirect_or_weak
FLUX_SATURATION_INDEX,HM_X_OXY_NORM,0.39464303483456,-0.024322814078954084,0.024322814078954084,likely_indirect_or_weak
FOAM_SLAG_PROXY,OXYGEN_EXCESS_INDEX,-0.9428342829660329,0.024269362131132864,0.024269362131132864,likely_indirect_or_weak
DRI_UTILIZATION,OXYGEN_EXCESS_INDEX,0.077953635726174,0.023862432568889157,0.023862432568889157,likely_indirect_or_weak
FOAM_SLAG_PROXY,HM_DRI_SCRAP_PRODUCT,0.07818568521241116,-0.023358094887435,0.023358094887435,likely_indirect_or_weak
SOLID_BURDEN_RATIO,BUCKET_X_CPC,0.2802086247987862,0.023311387717914304,0.023311387717914304,likely_indirect_or_weak
LIQUID_METAL_DOMINANCE,BUCKET_X_CPC,-0.2802086888574661,-0.02331138771777406,0.02331138771777406,likely_indirect_or_weak
BASICITY_PROXY,FOAM_SLAG_PROXY,0.08289287240048564,0.02328240700859758,0.02328240700859758,likely_indirect_or_weak
DRI_UTILIZATION,HM_OXY_COORDINATION,0.06004071586316266,-0.023252448564016422,0.023252448564016422,likely_indirect_or_weak
BURDEN_SYMMETRY,HM_X_OXY_NORM,-0.27058181534801945,0.023020772602298647,0.023020772602298647,likely_indirect_or_weak
BURDEN_IMBALANCE,OXYGEN_EXCESS_INDEX,-0.0792486106361815,0.022660657571087376,0.022660657571087376,likely_indirect_or_weak
HM_OXY_COORDINATION,OXYGEN_PER_TONNE,-0.05936668675128294,-0.02227122124359646,0.02227122124359646,likely_indirect_or_weak
BASICITY_PROXY,CARBON_EFFICIENCY,0.04353799244799417,-0.02206021190293623,0.02206021190293623,likely_indirect_or_weak
SOLID_BURDEN_COMPACTNESS,MGO_SATURATION_PROXY,-0.031009977716550334,0.022004908177461122,0.022004908177461122,likely_indirect_or_weak
BURDEN_IMBALANCE,HM_OXY_COORDINATION,-0.06581568237792643,-0.02188096785932757,0.02188096785932757,likely_indirect_or_weak
BUCKET_UTILIZATION,OXYGEN_EXCESS_INDEX,-0.13069891193022234,0.02174075344450962,0.02174075344450962,likely_indirect_or_weak
