Heat Number,TTT,KMeans,GMM,Hierarchical,DBSCAN,PC1,PC2,HM,DRI,Bucket,OXY,CPC,LIME,DOLO,T C
4526535,40.0,1,1,1,-1,3.965938610600127,-1.0110002375756209,53.87,36.9,19.51,3873.0,380.0,12.6,1.2,115.38
4526536,30.0,0,0,0,-1,-3.602113194444308,5.0801522914070825,41.97,38.2,0.0,3038.0,738.0,8.8,0.0,80.17
4526538,40.0,0,1,0,0,-2.8193082974974284,-2.0883200402170563,60.28,57.1,0.0,3869.0,467.0,13.6,1.3,125.47999999999999
4526539,40.0,0,1,0,-1,-1.9204515656242305,-4.397059084148925,58.17,64.5,0.0,4105.0,595.0,12.9,1.3,129.77
4526540,40.0,0,1,0,0,-2.707194942257422,-0.14272110267300694,61.29,57.5,0.0,3661.0,463.0,12.0,1.2,123.88999999999999
4526541,38.0,1,1,1,1,5.345745793587319,-1.1808512259324135,56.65,38.7,22.51,3419.0,470.0,11.9,1.2,122.96
4526542,38.0,0,1,0,0,-2.354854371735445,-2.4491117194086214,57.0,57.9,0.0,3878.0,435.0,12.4,1.3,122.0
4526543,42.0,1,1,1,-1,5.996489179387607,2.753368218185692,63.52,30.3,24.83,3520.0,945.0,11.7,1.1,124.75
4526544,40.0,1,1,1,1,5.9538499676879,-0.8507940551230524,56.09,34.8,22.7,3701.0,355.0,11.5,1.2,121.69
4526545,52.0,1,1,1,1,5.283469914453987,-0.22915675031679592,58.35,35.0,22.04,3788.0,299.0,12.3,1.2,123.48999999999998
4526546,41.0,0,0,0,0,-4.784563424916101,0.6666046763138167,60.24,58.5,0.0,3453.0,230.0,13.2,1.1,118.74000000000001
4526547,39.0,1,1,1,1,2.957716053078728,1.1893246746242405,58.1,39.2,12.91,3643.0,424.0,11.9,1.2,117.31
4526548,36.0,0,0,0,0,-4.900338335629602,1.784000531483434,60.57,56.4,0.0,3459.0,228.0,12.3,1.5,116.97
4526549,45.0,1,1,1,-1,0.5214812099699959,4.7440570962559585,56.98,31.1,17.9,3990.0,452.0,13.8,1.4,105.97999999999999
4526550,39.0,0,0,0,-1,-5.377120843329509,7.603424476776291,74.0,53.9,0.0,3792.0,212.0,12.4,1.9,127.9
4526551,39.0,0,1,0,-1,-4.060729209770421,9.87370269081399,49.17,22.8,0.0,3511.0,315.0,10.7,1.6,85.87
4526552,40.0,1,1,1,1,4.460839507435789,-0.8864620416840537,58.8,40.5,14.65,3872.0,423.0,11.4,1.5,124.45
4526553,43.0,0,1,0,0,-4.431227958124976,0.17370882915590025,62.99,58.5,0.0,3477.0,288.0,13.1,2.2,124.09
4526554,35.0,0,0,0,0,-4.585992196177604,4.330118176907387,66.81,55.1,0.0,3651.0,448.0,11.3,2.0,121.91
4526555,36.0,0,1,0,-1,-2.1105204933816224,-2.8858448980972016,57.19,55.3,0.0,3794.0,153.0,12.0,2.4,123.89
4526556,37.0,0,1,0,0,-4.398461577073341,0.7743417992163314,63.24,58.4,0.0,3869.0,229.0,12.2,2.2,123.34
4526557,39.0,1,1,1,-1,0.9173306185946283,10.157982237501177,78.04,37.8,15.89,3624.0,441.0,11.5,1.7,131.73000000000002
4526558,37.0,0,1,0,0,-1.488180770652688,-2.2836908459593603,56.55,55.6,0.0,3646.0,867.0,10.8,2.0,120.45
4526559,40.0,0,1,0,0,-2.627138370117251,-4.284089678899748,55.96,61.4,0.0,4150.0,887.0,12.3,2.0,122.86
4526560,41.0,1,1,1,-1,0.7170838599009882,4.718216951905187,60.67,39.9,10.12,3689.0,811.0,11.1,1.7,111.39
4526561,42.0,0,1,0,0,-3.2883234084867907,-1.4586498951235736,58.62,54.3,0.0,3589.0,619.0,13.1,1.9,120.21999999999998
4526562,42.0,0,1,0,0,-2.9175878230312353,-3.71801458741376,56.23,58.5,0.0,4153.0,840.0,13.0,1.8,120.92999999999999
4526563,40.0,1,1,1,-1,5.771804632682329,-0.44098302173792076,58.0,38.8,25.4,3644.0,1146.0,11.3,1.4,122.19999999999999
4526564,56.0,0,0,0,0,-4.800003811184849,-1.718052081310739,60.18,62.1,0.0,3705.0,670.0,13.1,1.8,122.28
4526565,41.0,1,1,1,-1,3.878961963476327,0.32715526086258906,59.27,43.1,18.82,3902.0,970.0,11.3,1.5,121.19
4526566,32.0,0,0,0,0,-4.0543315617426625,-1.2765701620032015,57.77,60.4,0.0,3734.0,816.0,11.8,1.6,118.17
4526567,42.0,1,1,1,-1,3.0589049129699233,1.2492053156507308,53.55,40.2,14.76,3673.0,1092.0,10.1,1.4,108.51
4526568,38.0,0,1,0,0,-3.312298104667631,1.1742949130268514,60.12,51.1,0.0,3905.0,915.0,12.1,1.3,116.32
4526569,40.0,1,1,1,1,3.755556765182213,1.7798007556505364,60.0,42.2,15.07,3745.0,928.0,9.8,1.4,119.57
4526570,45.0,0,1,0,0,-2.2495213493883486,-1.649424042641952,58.05,57.0,0.0,3689.0,761.0,11.8,1.4,121.14999999999999
4526571,38.0,0,1,0,0,-1.484591189147421,-1.5661257749592725,55.45,52.2,0.0,3771.0,555.0,11.1,1.4,117.75
4526572,43.0,1,1,1,1,5.721345652543425,2.2234705518411206,64.45,38.2,22.79,3787.0,756.0,9.8,1.3,128.54
4526573,36.0,0,1,0,0,-2.887826171765712,1.7910797313061364,64.73,54.2,0.0,3601.0,485.0,11.6,1.8,125.03
4526574,40.0,1,1,1,1,6.226363975589008,-0.07716815240396178,57.02,35.2,16.89,3450.0,588.0,9.1,1.8,121.21
4526575,35.0,0,1,0,-1,-3.4900816805822426,6.281448329820596,63.95,46.1,0.0,3446.0,788.0,10.7,1.6,115.15
4526576,46.0,1,1,1,1,5.6772492841439295,-0.02126189925938202,60.93,40.2,22.23,3396.0,572.0,10.8,1.5,128.45999999999998
4526577,42.0,0,1,0,0,-2.196403881348578,2.2775537831526775,67.29,57.1,0.0,3468.0,439.0,10.8,1.3,129.49
4526578,35.0,0,0,0,0,-3.0669232249465956,-1.2437471858347922,58.41,62.2,0.0,3541.0,419.0,10.9,1.2,120.91
4526579,40.0,1,1,1,-1,7.669283801428659,5.693949755603585,59.33,24.2,26.13,3468.0,723.0,7.2,1.4,114.75999999999999
4526580,40.0,1,1,1,1,7.137453063683596,0.43554652989463405,57.44,36.1,24.09,3451.0,625.0,8.7,1.2,122.72999999999999
4526581,38.0,1,1,1,1,6.21322401940412,-1.8915503197847865,55.83,41.3,22.1,3480.0,578.0,10.5,1.0,124.32999999999998
4526582,37.0,1,1,1,1,3.928627696023243,0.22426376453883934,56.31,43.0,20.84,3401.0,162.0,10.7,1.5,120.15
4526583,35.0,0,0,0,0,-4.4424112621575285,2.6298198423771675,65.55,58.3,0.0,3669.0,293.0,11.7,2.0,123.85
4526584,37.0,0,0,0,0,-4.0414984422870415,2.7551437301645296,67.57,59.1,0.0,3810.0,508.0,11.2,2.1,126.66999999999999
4526585,39.0,0,1,0,0,-1.965911633759264,-2.47542851839674,56.7,55.8,0.0,3848.0,441.0,11.4,2.2,121.7
4526586,35.0,0,0,0,0,-3.273400374193674,-1.0121097765627898,62.02,64.7,0.0,3909.0,605.0,10.1,2.3,126.72
4526587,38.0,1,1,1,1,3.3255322867268804,-1.0842784950467483,56.5,47.8,14.65,3570.0,557.0,10.0,2.1,120.65
4526588,43.0,1,1,1,1,4.2975689347983765,0.8083176679976678,59.33,40.0,18.5,3971.0,774.0,10.6,2.0,120.63
4526589,39.0,0,0,0,0,-4.188596614085045,4.224662304779389,66.39,55.8,0.0,3176.0,552.0,11.2,1.9,122.19
4526590,34.0,0,1,0,0,-2.7491524842523885,0.6050709326401332,57.92,52.3,0.0,3717.0,386.0,10.9,1.8,116.52
4526591,33.0,0,0,0,0,-4.074713927033944,2.5981934719213067,64.68,59.2,0.0,3405.0,144.0,12.1,1.2,123.88000000000001
4526592,33.0,0,1,0,0,-2.5601367029990323,-0.9959548921377848,56.98,57.4,0.0,3439.0,235.0,11.0,1.8,119.47999999999999
4526607,30.0,0,0,0,-1,-4.717013081100553,-2.429594595334931,47.71,52.6,0.0,3523.0,1230.0,12.4,1.2,100.31
4526608,38.0,0,1,0,-1,-1.3371447008564,-4.2087802302083075,42.71,49.9,0.0,3768.0,916.0,11.2,0.0,99.71
4526610,45.0,1,1,1,1,5.428041346907579,2.1294428283836835,60.97,38.2,24.48,3836.0,593.0,9.4,1.3,123.65
4526611,42.0,1,1,1,1,7.223623404898527,-1.3046628329729577,57.33,35.2,25.57,3863.0,525.0,10.7,0.9,126.19999999999999
4526612,40.0,0,1,0,0,-2.3855318571357857,2.423976413215022,62.05,55.1,0.0,3559.0,510.0,10.1,0.9,120.25
4526613,44.0,1,1,1,1,7.792646038387289,1.277694787069388,59.78,31.5,26.05,3902.0,770.0,9.0,1.1,124.42999999999999
4526614,47.0,1,1,1,-1,2.5996173278200945,-0.8141625471880322,60.62,43.2,17.15,4070.0,460.0,13.5,1.4,125.26999999999998
4526615,41.0,1,1,1,-1,0.9820225041448526,2.600159470408965,62.66,42.2,15.8,3610.0,486.0,13.3,1.1,120.66
4526617,39.0,1,1,1,-1,2.045985324995027,-1.0034895410026021,68.11,55.6,15.7,3871.0,328.0,13.2,2.0,139.41
4526618,36.0,1,1,1,-1,4.9659756234648045,5.048905207193771,55.83,24.1,18.04,3755.0,531.0,10.7,0.7,106.97
4526619,41.0,1,1,1,-1,4.654917701645301,0.048770355397671376,48.43,30.1,26.31,3547.0,401.0,11.6,1.4,104.84
4526620,40.0,1,1,1,-1,2.4547640417776635,-0.8112385152212658,58.03,44.4,20.0,4201.0,127.0,13.3,1.2,122.43
4526621,47.0,1,1,1,1,3.1597872456746043,3.9211285656169137,59.25,36.1,19.39,4246.0,401.0,11.1,0.6,114.74
4526622,49.0,1,1,1,-1,2.5074983907365556,4.248046949836739,60.0,31.1,22.1,3770.0,716.0,13.6,0.7,113.19999999999999
4526638,46.0,0,1,0,-1,-1.133409072926642,4.31430967179164,61.94,43.4,0.0,4239.0,953.0,9.5,1.0,115.44
4526639,59.0,0,1,0,0,-4.335651621110671,1.8086513317324677,58.11,48.7,0.0,3850.0,428.0,13.1,1.1,111.91
4526640,39.0,0,1,0,0,-3.175776421402463,2.8793611189280175,68.25,54.2,0.0,3820.0,625.0,12.3,1.4,127.55
4526641,42.0,1,1,1,1,2.868403697970836,-1.9195673374891096,56.23,47.2,14.72,3954.0,472.0,12.2,1.3,121.25
4526642,42.0,1,1,1,1,3.465001399593675,1.7103778009905461,59.77,41.3,19.67,3975.0,400.0,11.1,1.1,120.74
4526643,43.0,1,1,1,-1,3.1768979575409957,-0.8559181191742833,58.52,42.1,20.58,3957.0,881.0,13.4,1.4,121.2
4526644,46.0,1,1,1,-1,2.8465443436500246,5.37907292638303,62.2,31.1,21.06,4340.0,843.0,12.0,1.2,114.36000000000001
4526645,42.0,1,1,1,1,1.435606930344473,1.7135433543118064,59.68,45.4,12.68,4064.0,593.0,11.9,1.1,117.75999999999999
4526646,45.0,1,1,1,1,6.136572049962319,1.3108048172102769,56.46,33.3,27.78,4081.0,700.0,10.2,1.0,117.53999999999999
4526647,40.0,0,1,0,0,-3.199302936931939,0.9611450870066046,57.67,54.1,0.0,3886.0,421.0,11.0,1.2,114.87
4526650,51.0,0,0,0,0,-2.998340241093253,-2.703584894224121,67.4,72.7,0.0,3646.0,715.0,12.9,1.3,140.10000000000002
4526651,53.0,0,0,0,0,-3.040142707804522,-2.1583230819623185,62.5,66.1,0.0,3710.0,715.0,12.6,0.9,129.0
4526652,44.0,0,0,0,0,-3.61330245409445,-0.6468733500650204,55.57,59.0,0.0,3213.0,682.0,12.8,0.0,114.57
4526654,45.0,1,1,1,1,4.627089661375345,-1.61667154874423,52.26,44.9,19.1,3098.0,742.0,11.6,0.0,116.25999999999999
4526655,43.0,1,1,1,1,4.915623838331706,-0.5257099132521633,55.5,44.1,21.71,2947.0,446.0,11.3,0.0,121.31
4526656,48.0,1,1,1,1,6.258110429408406,-1.0872284447639649,54.25,39.8,26.05,3003.0,891.0,11.4,0.0,120.1
4526657,41.0,0,0,0,0,-2.608324621217845,1.5610590596963199,61.37,60.2,0.0,3116.0,487.0,11.1,0.2,121.57
4526658,40.0,0,0,0,0,-3.0760107903621114,5.093119319083167,64.14,54.6,0.0,2832.0,381.0,11.0,0.0,118.74000000000001
4526659,54.0,0,0,0,0,-2.7923704887813794,1.47398114890374,62.16,60.1,0.0,3116.0,661.0,12.0,0.0,122.25999999999999
4526660,49.0,1,1,1,1,3.05722429173656,2.658856060334856,58.57,44.1,15.1,3217.0,397.0,10.4,0.0,117.77
4526661,41.0,1,1,1,-1,7.175040043275662,3.523384662016279,56.75,30.1,23.53,3438.0,482.0,8.2,0.0,115.47999999999999
4526662,42.0,0,0,0,0,-2.719286463571738,1.8462378944017226,62.98,60.0,0.0,3320.0,629.0,11.6,0.0,122.97999999999999
4526663,40.0,0,0,0,0,-2.6270544386258257,2.9029857929792864,61.86,57.9,0.0,2825.0,491.0,10.4,0.5,119.75999999999999
4526664,39.0,0,0,0,0,-2.7516021689021453,1.9013179199385866,61.9,59.2,0.0,3207.0,684.0,10.5,0.8,121.1
4526665,45.0,1,1,1,1,4.890203458513647,0.255217689672984,57.56,42.3,16.93,3133.0,567.0,10.2,0.6,121.88999999999999
4526666,47.0,1,1,1,-1,7.780436836032464,-5.389281658659079,59.83,59.2,21.62,3151.0,706.0,8.4,0.6,145.75
4526667,45.0,1,1,1,-1,5.116024872386539,6.52286771239252,59.09,32.7,20.2,2843.0,720.0,8.3,0.2,111.99000000000001
4526668,60.0,0,0,0,0,-3.3799676617785703,0.30881285976076905,52.91,56.6,0.0,3280.0,339.0,10.8,0.3,109.50999999999999
4526669,40.0,0,1,0,0,-2.0381711142870214,-1.7390034087843025,57.0,60.6,0.0,3159.0,329.0,12.0,0.8,122.69999999999999
4526670,40.0,1,1,1,1,3.2916039071859173,2.41647483850962,57.05,42.6,16.5,2889.0,364.0,10.0,0.6,116.15
4526671,39.0,0,0,0,0,-2.939397131382712,0.6078842280989015,60.09,61.7,0.0,3048.0,271.0,11.6,0.0,121.79
4526672,41.0,0,0,0,0,-2.32865950899125,-0.06390825834176263,62.25,65.8,0.0,3293.0,312.0,11.0,0.0,128.05
4526673,45.0,1,1,1,-1,5.002289741186289,-1.2748175635587196,47.41,32.2,17.37,3293.0,518.0,12.1,0.5,104.98
4526674,42.0,0,0,0,0,-3.9441379474022136,-1.2971278395306525,62.58,66.1,0.0,3380.0,355.0,13.7,0.8,128.68
4526675,48.0,1,1,1,1,4.523323013512985,1.5535641762004202,54.61,37.7,20.27,3058.0,872.0,10.8,0.7,112.58
4526676,45.0,1,1,1,1,3.6827531399538858,-1.5171865436766307,55.43,49.2,16.28,3292.0,779.0,11.7,0.0,120.91
4526677,41.0,1,1,1,-1,5.2588341400617,-5.188297719482648,47.58,45.6,14.29,2964.0,356.0,12.5,0.0,116.77000000000001
4526678,44.0,1,1,1,1,1.7313728855097767,2.130446180682703,59.97,48.3,10.55,3033.0,535.0,12.5,0.0,118.82
4526679,39.0,0,0,0,0,-2.8942927410418458,-0.8053260270625794,57.79,63.5,0.0,3203.0,410.0,11.8,0.0,121.28999999999999
4526680,47.0,1,1,1,-1,4.064671937321567,1.4866918637310973,51.84,42.2,14.28,3144.0,829.0,9.1,0.0,108.32000000000001
4526681,39.0,1,1,1,1,2.8132122405249236,1.060497490599749,58.97,51.7,9.73,3901.0,448.0,10.2,0.0,120.4
4526682,47.0,0,0,0,0,-2.595938966400371,-0.17793116425813113,59.1,63.1,0.0,3056.0,463.0,11.3,0.0,122.2
4526683,38.0,0,0,0,0,-2.439591823416769,-0.15619418074555025,57.74,62.2,0.0,3089.0,522.0,10.8,0.0,119.94
4526684,41.0,0,0,0,0,-2.63536349327326,-0.38758478059921087,57.83,62.6,0.0,3155.0,491.0,11.2,0.0,120.43
4526685,40.0,0,0,0,0,-2.3454900006899413,-0.2076501163877482,62.82,66.0,0.0,3034.0,479.0,11.5,0.0,128.82
4526686,42.0,1,1,1,1,3.6546353075832667,3.380316785950341,59.69,41.7,17.11,2956.0,561.0,10.1,0.0,118.5
4526687,37.0,0,0,0,0,-2.5266913108767013,-0.5875992043200156,57.1,63.3,0.0,2896.0,412.0,11.2,0.0,120.4
4526688,44.0,1,1,1,-1,3.6131934500594345,1.8540098081306744,59.14,48.2,11.25,3099.0,1168.0,10.1,0.0,118.59
4526689,39.0,1,1,1,-1,3.240345477531291,4.9322097462606544,59.04,39.2,14.41,3205.0,878.0,9.7,0.0,112.65
4526690,39.0,0,1,0,0,-0.956736420627933,-0.21881113263029953,58.0,57.4,0.0,3351.0,808.0,10.6,0.0,120.2
4526691,38.0,0,0,0,-1,-3.4150032900018603,8.927419183551311,60.48,42.8,0.0,2911.0,738.0,10.5,0.0,105.88
4526692,47.0,0,1,0,0,-0.8402664712069344,1.774081168515175,60.02,55.1,0.0,2803.0,645.0,10.1,0.0,120.22
4526693,39.0,0,1,0,0,-2.0746873814459197,6.135247753550323,66.17,49.2,0.0,2893.0,414.0,10.2,0.4,120.47
4526694,48.0,1,1,1,1,3.9111909650307566,3.141028158713794,64.41,46.1,13.41,2842.0,402.0,9.6,0.6,127.01999999999998
4526695,49.0,1,1,1,-1,5.766713068660847,5.347512194009082,60.2,30.1,20.2,3284.0,710.0,9.5,0.0,115.60000000000001
4526696,44.0,1,1,1,-1,2.4560449835832334,13.08162042844669,64.52,28.8,15.72,2939.0,514.0,8.3,0.0,109.03999999999999
4526697,50.0,1,1,1,-1,3.600978137219053,11.78445889252748,66.42,30.5,18.24,3014.0,365.0,8.2,0.0,115.16
4526698,34.0,0,1,0,-1,-0.6653261644162767,0.9883188015165205,60.85,57.0,0.0,2856.0,503.0,10.4,0.0,123.94999999999999
4526699,46.0,1,1,1,-1,7.891208519323883,0.22266607338564118,54.43,33.4,21.66,3266.0,402.0,8.9,0.0,119.58999999999999
4526700,40.0,0,0,0,0,-3.6790071842313603,0.16613941785866887,58.72,60.1,0.0,3246.0,421.0,12.1,0.5,118.82
4526701,44.0,1,1,1,-1,3.6429002857018205,-0.17021234674092728,56.25,39.5,10.24,3424.0,161.0,12.3,1.0,118.08999999999999
4526702,40.0,0,1,0,-1,-3.232054324910073,1.4528366160223645,60.0,48.1,0.0,3393.0,160.0,13.4,1.3,118.1
4526703,40.0,0,1,0,0,-2.6481797533315268,0.7654561287234224,61.42,51.2,0.0,3315.0,231.0,12.9,1.3,122.62
4526704,38.0,0,1,0,0,-2.0900294373115833,-2.1105434204448184,55.21,53.4,0.0,3050.0,377.0,12.8,1.3,118.61
4526705,43.0,1,1,1,-1,4.884991213255512,4.0850583879558195,59.88,34.4,21.32,3255.0,43.0,9.5,0.9,119.0
4526706,45.0,1,1,1,-1,4.50611716037574,-4.675844417055891,47.38,39.2,11.4,3532.0,438.0,12.3,1.3,111.48000000000002
4526707,53.0,0,1,0,-1,-2.6710474781822313,-0.8549430262703008,65.72,56.4,0.0,3613.0,380.0,13.4,2.0,132.12
4526708,44.0,1,1,1,-1,0.5889883760569616,1.9654353664285187,56.39,43.3,11.15,3148.0,692.0,12.7,1.1,110.84
4526709,41.0,0,1,0,-1,-0.047385372261628526,2.903698802734588,55.0,45.1,0.0,2821.0,566.0,7.8,1.2,110.1
4526710,45.0,1,1,1,-1,6.493082272488176,6.049281253132411,60.69,32.3,24.75,2995.0,493.0,7.0,0.5,117.74
4526711,44.0,1,1,1,1,7.339612288576635,3.568218058229573,57.74,25.6,23.5,3213.0,636.0,9.0,1.1,116.14
4526712,45.0,1,1,1,-1,6.983390970562762,2.060633827881433,59.63,30.3,22.5,3397.0,1081.0,10.2,1.1,120.63000000000001
4526713,38.0,0,1,0,-1,-0.28012257247677463,-0.2594232993306587,58.11,59.4,0.0,3914.0,346.0,8.9,0.0,122.60999999999999
4526714,40.0,0,1,0,-1,0.2060412366660202,-0.3207964983038303,59.36,59.4,0.0,3256.0,400.0,9.2,0.0,125.85999999999999
4526715,38.0,1,1,1,-1,6.808055743142715,2.586244932226755,56.39,33.0,22.92,3042.0,363.0,8.9,0.0,117.41
4526716,44.0,0,1,0,-1,-0.9629350430120364,-0.1263187431413713,57.57,58.6,0.0,3011.0,281.0,10.5,0.0,121.27
4526717,40.0,0,1,0,-1,-0.7435051047123087,-0.04348356265331966,58.41,59.3,0.0,2987.0,307.0,10.2,0.0,122.80999999999999
4526718,43.0,1,1,1,-1,5.773868702102554,5.929997592012471,61.74,34.9,22.3,2959.0,537.0,7.9,0.0,118.94
4526719,49.0,1,1,1,-1,7.934104947475816,5.563993282580408,61.36,26.6,24.4,3100.0,752.0,7.8,0.0,119.46000000000001
4526720,41.0,1,1,1,-1,5.49133454548643,1.4384218974828045,54.83,38.2,17.06,3037.0,595.0,9.3,0.0,115.19
4526721,45.0,1,1,1,-1,5.5080790004254725,5.809887107070518,63.11,38.0,13.3,3256.0,853.0,7.3,0.0,119.50999999999999
4526722,46.0,0,1,0,-1,-0.35465571798319584,-0.2705185343810178,60.53,60.0,0.0,3217.0,853.0,10.1,0.0,125.63
4526724,31.0,1,1,1,-1,4.9646726692987135,3.3340499369118444,55.68,36.2,14.24,3464.0,664.0,8.6,0.0,111.21999999999998
4526725,42.0,0,1,0,-1,-0.9092300866604752,2.360382855994253,60.23,54.7,0.0,3011.0,347.0,9.6,0.0,120.03
4526726,43.0,0,1,0,0,-1.849697441535154,4.410510943452959,62.98,53.2,0.0,3241.0,365.0,8.6,1.0,119.28
4526727,43.0,1,1,1,-1,7.08748573620531,2.2206987574687655,58.2,38.2,22.72,3402.0,678.0,7.8,0.0,121.22
4526728,39.0,0,0,0,0,-2.4288497562285376,3.1847415895599713,62.52,58.2,0.0,3257.0,406.0,9.0,1.0,120.72
4526729,45.0,1,1,1,-1,7.500483729887581,0.9827011996021777,55.68,37.5,18.24,3424.0,435.0,7.1,0.5,119.52
4526730,36.0,0,0,0,0,-2.2680058139222856,3.6001561998987404,67.22999999999999,60.2,0.0,3438.0,362.0,9.1,0.9,127.42999999999999
4526731,37.0,0,0,0,0,-1.8618708368312544,3.8992380463678207,64.18,55.8,0.0,2942.0,499.0,9.0,1.0,122.08
4526732,39.0,1,1,1,-1,6.670015584829903,2.458502321416323,58.2,39.2,23.24,3362.0,658.0,7.1,0.9,120.64
4526733,38.0,1,1,1,1,6.271383936411331,2.2007919522720663,56.24,34.4,15.2,3426.0,457.0,7.6,0.9,115.94
4526734,34.0,0,1,0,0,-1.4298863002719067,4.11899154349978,63.47,54.5,0.0,3298.0,412.0,8.1,1.0,121.07
4526735,41.0,1,1,1,-1,5.8268397730737425,4.659692209080853,64.82000000000001,39.0,23.28,3083.0,379.0,7.7,0.8,127.10000000000001
4526736,41.0,0,0,0,0,-3.296567278657342,0.19221377370336173,59.15,61.3,0.0,3581.0,237.0,10.2,1.2,120.44999999999999
4526737,41.0,1,1,1,-1,6.953873276038258,2.4834609483025734,57.0,33.0,22.84,3288.0,208.0,7.8,1.1,118.94
4526738,48.0,0,1,0,0,-2.9077597262437416,0.9588451217462336,67.00999999999999,58.1,0.0,4083.0,296.0,12.5,1.4,130.51
4526739,35.0,1,1,1,-1,5.473002952245204,-3.968820576251878,57.49,60.5,18.0,3015.0,409.0,8.0,1.9,135.99
4526740,41.0,1,1,1,-1,4.148168850139404,25.031472410964117,56.09,9.4,18.0,2707.0,532.0,4.06,0.7,83.49000000000001
4526741,44.0,0,0,0,0,-4.774666846529785,1.6799259510959166,63.87,58.4,0.0,3460.0,335.0,13.6,0.9,122.27
4526742,50.0,1,1,1,-1,4.961974280486042,4.854650981650051,59.58,35.9,21.54,3365.0,240.0,7.9,1.1,117.01999999999998
4526743,35.0,0,0,0,-1,-3.534404390339384,7.415188452889233,66.6,53.2,0.0,3006.0,213.0,9.0,1.6,119.8
4526744,35.0,0,0,0,0,-2.073728297645167,4.1038992024499725,61.05,55.9,0.0,3156.0,359.0,8.6,0.4,116.94999999999999
4526745,35.0,0,0,0,0,-3.9730542672616878,1.4984647517604879,56.48,55.7,0.0,3168.0,312.0,11.9,0.7,112.18
4526746,38.0,0,0,0,0,-3.6526638399653484,2.3070353769107865,70.6,62.8,0.0,3496.0,312.0,12.2,1.4,133.39999999999998
4526747,42.0,1,1,1,1,3.8685445233977114,-0.020660714988946307,57.0,50.2,14.25,3430.0,470.0,8.7,0.9,121.45
4526748,50.0,0,1,0,-1,-0.4780116392893819,-1.4601941308613915,57.9,62.1,0.0,3827.0,488.0,8.9,0.7,125.1
4526749,39.0,1,1,1,1,5.972035147253199,1.4046357867148416,57.39,37.5,17.97,3980.0,827.0,8.6,1.2,117.96
4526750,44.0,1,1,1,-1,6.343987227904788,5.404652927026173,54.87,28.3,21.96,2698.0,944.0,7.8,1.1,106.93
4526751,45.0,0,1,0,0,-2.3735844262608174,3.3598460496827203,60.73,50.5,0.0,3034.0,572.0,10.3,1.2,116.32999999999998
4526752,41.0,1,1,1,-1,7.925224966552925,-3.96673464990477,46.91,37.7,18.3,3378.0,915.0,9.2,1.0,112.91
4526753,42.0,1,1,1,1,5.751180224438523,1.3730245817944045,55.12,37.5,18.04,3123.0,520.0,8.8,1.1,115.75999999999999
4526754,42.0,1,1,1,1,4.985802212667768,0.28230350521332465,56.69,40.8,18.1,3256.0,431.0,9.6,1.2,120.69
4526755,38.0,1,1,1,1,5.574209040450019,1.7578608246505052,56.87,42.2,20.2,2808.0,522.0,8.0,1.1,119.27
4526756,44.0,1,1,1,1,4.072915901035796,-1.3460801183229243,55.36,49.4,17.3,2961.0,543.0,10.0,1.1,122.05999999999999
4526757,38.0,1,1,1,1,4.90375679508858,1.4446315431951013,58.81,44.3,19.5,3020.0,460.0,9.0,1.0,122.61
4526758,42.0,1,1,1,1,3.5716661408999313,-1.6699431340015196,54.68,47.7,17.05,3420.0,705.0,10.9,1.0,119.42999999999999
4526759,46.0,1,1,1,1,2.191028111981519,-2.420224859507072,57.59,53.6,15.0,3351.0,334.0,12.9,1.3,126.19
4526760,55.0,0,1,0,0,-3.565368984122259,0.5286170765374797,60.51,56.1,0.0,3407.0,301.0,12.4,1.4,120.71
4526761,36.0,0,0,0,0,-3.244943137665362,-2.0489368517647244,62.15,69.7,0.0,3170.0,290.0,11.5,1.9,131.85
4526762,40.0,0,1,0,0,-3.919649311677148,-1.4348941677132638,57.67,58.5,0.0,3291.0,293.0,12.4,2.5,119.77
4526763,41.0,0,1,0,0,-2.0446867061669334,2.977844013920372,65.17,56.6,0.0,3866.0,383.0,8.5,1.9,124.87
4526764,40.0,0,0,0,0,-3.250761884659939,0.15615290497768225,68.29,65.9,0.0,3751.0,524.0,12.7,1.0,134.19
4526765,39.0,0,0,0,0,-3.7541195860040792,-1.8891964991182115,55.88,59.6,0.0,3391.0,329.0,12.1,1.5,118.28
4526766,40.0,0,0,0,0,-4.465406339095141,3.99333477448878,67.75,57.1,0.0,3399.0,359.0,11.7,2.0,124.85
4526767,45.0,0,1,0,0,-3.3377737019281084,-2.0064179892511933,53.47,57.8,0.0,2935.0,492.0,11.4,1.8,114.57
4526768,41.0,1,1,1,1,4.5387106735674205,1.203238255334063,58.0,40.2,18.0,2872.0,537.0,10.5,1.5,119.8
4526769,39.0,1,1,1,1,6.186805592719193,1.4538865370682974,58.0,37.4,20.0,3239.0,817.0,8.9,1.3,120.10000000000001
4615001,39.0,1,1,1,-1,2.7517708127131577,3.778826196590485,55.3,35.1,18.1,3154.0,473.0,11.1,1.2,108.5
4615002,40.0,0,0,0,0,-4.510496569290262,3.4916474379889513,64.4,55.7,0.0,3191.0,517.0,12.1,1.6,120.10000000000001
4615003,40.0,0,1,0,0,-3.0897887771903796,1.0296348622753961,58.2,51.6,0.0,3799.0,444.0,11.5,1.4,115.50000000000001
