Heat Number,TTT,KMeans,GMM,Hierarchical,DBSCAN,PC1,PC2,HM,DRI,Bucket,OXY,CPC,LIME,DOLO,T C
4519121,38.0,0,0,0,0,-3.2044121220642343,0.4956995312330072,55.74,57.0,0.0,3115.0,697.0,11.6,0.0,112.74000000000001
4519122,41.0,1,1,1,-1,5.690630165393776,3.507342967309117,57.3,31.3,25.65,3497.0,799.0,10.4,0.0,114.25
4519123,40.0,0,0,0,0,-4.58897999352437,-2.134295587048383,56.83,61.1,0.0,3631.0,622.0,14.8,0.0,117.93
4519124,37.0,0,0,0,0,-4.530868712821959,-1.9747535150858337,53.06,57.9,0.0,3205.0,903.0,13.4,0.8,110.96000000000001
4519125,35.0,0,0,0,-1,-5.939401477318085,6.381049122241878,66.26,51.2,0.0,3293.0,421.0,13.4,1.3,117.46000000000001
4519126,42.0,1,1,1,1,5.1410796562913665,1.905359629032033,59.15,35.1,25.25,3738.0,760.0,10.3,2.0,119.5
4519127,44.0,1,1,1,-1,3.0656229901811707,5.864545337012102,69.23,40.23,18.24,3506.0,433.0,9.0,2.0,127.7
4519129,55.0,0,0,0,-1,-3.6996105023132353,1.6800576871325856,72.77,64.2,0.0,3790.0,634.0,11.7,2.6,136.97
4519130,42.0,1,1,1,-1,7.328366371253717,1.9624087797036396,59.52,30.1,33.06,3418.0,752.0,9.5,2.0,122.68
4519131,45.0,1,1,1,-1,3.978455240527973,-1.2059151628012894,63.04,47.5,19.95,3912.0,1058.0,12.5,1.8,130.48999999999998
4519132,41.0,0,0,0,0,-4.55100986804538,-2.9990163068524476,55.35,62.6,0.0,3187.0,856.0,12.3,2.6,117.95
4519133,37.0,0,0,0,0,-4.029726763879828,1.8266896218777358,64.98,59.6,0.0,3331.0,641.0,11.6,2.2,124.58000000000001
4519134,40.0,0,0,0,-1,-4.279076719897123,1.417045457941342,68.92,61.6,0.0,4070.0,582.0,12.6,2.1,130.52
4519135,40.0,0,0,0,-1,-4.750214608443986,0.4752853055979339,62.34,57.6,0.0,4332.0,900.0,12.6,2.0,119.94
4519136,40.0,0,0,0,-1,-3.8960717938966063,-3.575133856360649,55.94,63.1,0.0,4601.0,1103.0,11.7,2.0,119.03999999999999
4519137,49.0,1,1,1,-1,7.416394995063256,-7.109520634940176,51.82,46.8,29.36,4746.0,1156.0,11.9,2.1,127.98
4519138,44.0,1,1,1,-1,6.284463429087145,-5.495748007951571,55.57,53.0,23.36,4194.0,915.0,10.0,2.2,131.93
4519139,41.0,1,1,1,-1,6.574090874214573,-2.0121216121343295,62.19,44.8,29.2,3558.0,820.0,11.2,1.1,136.19
4519140,37.0,0,0,0,0,-2.672395396970504,1.492174623579028,61.53,59.0,0.0,3237.0,898.0,11.8,0.0,120.53
4519141,37.0,0,0,0,-1,-2.763790778697838,-2.607458692730343,49.63,59.9,0.0,3419.0,920.0,11.3,0.0,109.53
4519143,45.0,1,1,1,1,6.622268972185479,-0.19445276507643144,56.87,35.0,30.67,3560.0,791.0,11.8,0.0,122.54
4519144,44.0,0,0,0,-1,-2.971794900533991,-3.4375872179397544,50.22,63.2,0.0,3282.0,827.0,12.3,0.0,113.42
4519150,50.0,1,1,1,-1,8.338568711422278,-2.9689267510067094,55.05,33.6,26.74,3683.0,949.0,12.0,0.0,125.69
4519151,45.0,1,1,1,-1,8.988793363339672,-3.418736332745598,49.96,30.5,21.66,3607.0,928.0,9.9,1.1,117.12
4519152,41.0,0,1,0,-1,-2.2293847451931006,-5.420549218231023,51.92,55.4,0.0,3914.0,804.0,13.0,2.3,118.02
4519153,34.0,0,0,0,0,-3.9056628437971956,-0.2686389762878335,61.34,61.0,0.0,3544.0,755.0,12.1,1.8,122.34
4519154,38.0,0,0,0,0,-4.492144252129681,-2.3835906424699016,54.42,60.3,0.0,3649.0,749.0,11.5,2.2,114.72
4519155,40.0,1,1,1,1,7.497767376822966,-1.2852485815109422,54.86,36.3,30.39,3750.0,942.0,9.9,1.3,121.55
4519156,45.0,0,1,0,-1,-0.586696329148815,-7.517225020874828,47.72,56.1,0.0,3710.0,801.0,12.4,1.9,118.82
4519157,35.0,0,1,0,-1,0.1597546952500861,-5.0862701431032065,47.71,51.4,0.0,3433.0,612.0,11.5,0.9,114.11
4519158,38.0,0,1,0,-1,0.11582657362252513,-2.339931278511684,52.12,46.6,0.0,3271.0,1179.0,11.0,1.4,113.42
4519159,53.0,0,1,0,-1,0.7429258325373721,-3.906222890934776,51.12,50.1,0.0,3343.0,1183.0,10.5,1.4,116.22
4519160,38.0,0,1,0,-1,-0.9439702364099359,-4.183881920761346,52.99,50.4,0.0,3589.0,795.0,11.6,2.4,118.39
4519161,44.0,0,1,0,-1,0.6341180153377383,-7.913673337875678,48.57,58.7,0.0,3638.0,1319.0,10.6,2.7,122.27000000000001
4519162,39.0,1,1,1,-1,9.29644936715192,-1.0154766621370452,55.84,28.2,23.51,3541.0,966.0,8.4,2.2,122.55000000000001
4519163,43.0,1,1,1,-1,10.963185136605965,-6.677032876456986,42.56,32.1,21.91,3028.0,1002.0,7.9,2.0,113.57
4519164,50.0,1,1,0,-1,1.2351638501271454,-4.677773071536824,54.63,53.6,0.0,3473.0,1176.0,9.8,2.1,125.23
4519165,42.0,1,1,0,-1,2.2711929629417504,-4.123469647798016,53.02,52.7,0.0,3373.0,1215.0,10.0,0.2,122.72
4519166,40.0,0,1,0,-1,0.7299717258570424,-5.704191048000452,55.17,60.1,0.0,3545.0,1204.0,9.8,2.6,129.27
4519167,43.0,1,1,1,-1,9.22924795182827,-3.6763402780388814,47.73,33.4,21.22,2988.0,1083.0,8.7,1.5,114.55
4519168,58.0,1,1,1,-1,3.1712975029126276,2.532065298820956,63.73,46.7,13.11,3817.0,1101.0,9.1,2.0,123.54
4519169,43.0,0,0,0,0,-2.3137143949298085,-0.8003597390439959,58.32,63.2,0.0,3564.0,760.0,8.4,2.0,121.52000000000001
4519170,38.0,1,1,1,-1,6.456704603816537,0.6662795564199595,59.87,45.2,21.72,3421.0,694.0,6.8,1.9,126.78999999999999
4519171,50.0,1,1,1,-1,7.414074204272837,1.7936485350158495,63.83,40.8,24.4,4055.0,1346.0,7.1,2.0,129.03
4519172,44.0,0,0,0,-1,-3.1943106361022107,3.4236112359527113,61.41,53.7,0.0,3517.0,1038.0,9.7,1.5,115.11
4519174,39.0,0,0,0,-1,-2.2426664346243683,1.9244980226749802,71.36,65.1,0.0,3764.0,652.0,10.2,1.2,136.45999999999998
4519175,35.0,0,0,0,0,-3.7943151822520216,-1.7329982384210227,56.27,62.4,0.0,3410.0,671.0,11.1,2.0,118.67
4519176,38.0,0,0,0,0,-2.7656309613269885,1.0680841044105196,66.74000000000001,64.2,0.0,3530.0,423.0,9.8,2.1,130.94
4519177,33.0,0,0,0,0,-2.942818731749415,0.5333623484080949,56.5,58.4,0.0,3480.0,481.0,8.4,2.0,114.9
4519178,35.0,0,0,0,0,-2.885168431076046,1.7724216609163972,62.8,59.8,0.0,3536.0,563.0,9.1,2.1,122.6
4519179,36.0,0,0,0,0,-3.619771162558586,3.006756871620917,68.87,60.5,0.0,3579.0,361.0,10.6,2.1,129.37
4519180,41.0,1,1,1,1,5.190698497701085,3.822803039970769,57.83,34.0,23.15,3493.0,472.0,8.4,1.5,114.97999999999999
4519181,35.0,0,0,0,0,-3.6798418556067807,3.1695859689723833,62.0,54.5,0.0,3442.0,862.0,9.8,2.2,116.5
4519185,47.0,1,1,1,-1,3.066916596643789,3.829576047285786,64.35,45.0,15.0,3531.0,427.0,9.0,1.2,124.35
4519186,40.0,0,0,0,0,-2.6534100765811965,-1.217540576045075,60.06,65.1,0.0,3138.0,862.0,10.8,1.2,125.16
4519187,35.0,0,0,0,0,-2.030180427091261,2.472198311692173,60.96,57.4,0.0,3428.0,882.0,8.1,1.5,118.36
4519189,56.0,0,0,0,0,-3.346569882445361,2.4566507786068565,63.9,58.3,0.0,3565.0,618.0,10.2,1.6,122.19999999999999
4519190,36.0,0,0,0,0,-3.4713274288238845,-0.01732380976148581,57.73,60.5,0.0,3471.0,293.0,9.9,1.7,118.22999999999999
4519191,38.0,0,0,0,0,-2.9775804684913756,1.0784001455477532,60.48,59.3,0.0,3511.0,672.0,9.9,1.5,119.78
4519192,42.0,1,1,1,1,5.763738754670355,2.0606143630806337,61.34,38.9,24.6,3840.0,666.0,9.4,0.7,124.84
4519193,38.0,0,0,0,0,-4.936194851266358,-1.2880617319371355,59.71,60.8,0.0,3697.0,588.0,12.5,2.2,120.50999999999999
4519194,36.0,0,0,0,-1,-4.624432284540268,2.347841185543805,62.79,54.6,0.0,3757.0,978.0,11.7,2.0,117.39
4519195,41.0,0,0,1,-1,1.3451864339521473,6.528488545048265,60.31,52.5,0.0,4280.0,1137.0,1.9,1.9,112.81
4519196,44.0,0,0,1,-1,-0.8864470446664774,-1.464401334294281,59.45,68.5,0.0,4007.0,636.0,4.0,4.4,127.95
4519197,53.0,1,1,1,1,5.5047008574720815,-1.232148207301418,56.7,41.5,25.25,3728.0,649.0,10.5,1.8,123.45
4519198,39.0,0,0,1,-1,-1.1069049624009881,-3.306422155848756,54.02,67.3,0.0,3682.0,1217.0,4.8,4.6,121.32
4519199,34.0,0,0,0,0,-4.2369738742956535,-2.0341715477873246,53.46,60.4,0.0,3096.0,647.0,11.3,2.1,113.86
4519200,53.0,0,0,0,0,-4.039152302971975,-1.176941044597568,61.79,63.3,0.0,3932.0,647.0,11.6,2.2,125.09
4519201,47.0,0,0,0,0,-4.349631422064775,2.85956059362951,64.56,56.4,0.0,3825.0,602.0,11.8,1.5,120.96000000000001
4519202,42.0,0,0,0,0,-4.9060838828295505,-1.3768661579751655,61.03,62.1,0.0,4028.0,474.0,12.9,1.9,123.13
4519203,38.0,0,0,0,0,-4.230312707324194,1.3159518329260962,60.0,57.2,0.0,3558.0,520.0,11.7,1.4,117.2
4519204,42.0,1,1,1,1,6.750691396604136,-1.9632982930898562,52.0,36.7,29.82,3259.0,711.0,11.1,1.1,118.52000000000001
4519205,48.0,1,1,1,-1,4.684375074913971,-0.07339457725651499,58.0,40.3,21.04,4574.0,1158.0,12.0,0.8,119.34
4519207,56.0,0,0,0,-1,-3.1923054722524964,-3.6359218035073186,70.1,70.49,0.0,5348.0,1622.0,14.0,2.0,140.58999999999997
4519208,47.0,1,1,1,-1,5.77987156238094,-3.7658725198879406,56.64,49.4,20.12,3773.0,1244.0,10.5,2.0,127.16
4519209,42.0,1,1,1,-1,1.5135293812321415,-7.807222583312895,46.2,48.8,0.0,3206.0,1528.0,11.5,2.1,115.6
4519210,36.0,1,1,0,-1,1.4751425657856128,-2.9548412451983377,54.63,48.6,0.0,3407.0,1283.0,10.1,1.3,121.13
4519211,35.0,1,1,0,-1,1.2578836497381012,-5.954089648730561,46.41,47.5,0.0,3115.0,876.0,10.7,2.0,113.91
4519212,37.0,1,1,0,-1,1.9779824830322432,-6.285550456207801,48.84,47.6,0.0,3225.0,1311.0,11.6,1.3,118.44
4519213,40.0,1,1,1,-1,1.240564250239124,-8.850937411251325,43.75,51.0,0.0,3264.0,1480.0,12.4,1.5,114.05
4519214,45.0,1,1,1,-1,10.741669549675342,-7.4641072788638825,44.08,32.6,22.79,3339.0,1374.0,10.2,1.2,116.37
4519217,50.0,1,1,1,-1,7.352087285630017,-6.302029637724734,44.89,33.1,15.28,2926.0,762.0,11.4,1.7,113.27000000000001
4519218,51.0,1,1,1,-1,9.679190005391314,-7.699257595078334,45.59,33.3,20.45,2842.0,1100.0,11.3,2.0,119.34
4519221,48.0,0,1,0,-1,-1.0519468006856991,-9.778556271085467,44.8,52.4,0.0,3591.0,687.0,15.0,2.6,117.19999999999999
4519222,47.0,1,1,0,-1,1.0013191589937926,-4.569857031124715,54.55,50.5,0.0,3329.0,997.0,12.3,1.0,125.05
4519223,58.0,1,1,1,-1,10.812666698830235,-3.8772276992019234,44.9,22.4,23.02,3292.0,921.0,9.8,0.7,110.32
4519224,53.0,1,1,1,-1,12.011959258243333,-3.5014854429690083,43.6,17.7,29.23,2954.0,1043.0,9.8,0.8,108.23
4519225,4.0,0,1,0,-1,-5.23558179298526,10.527364647726138,77.48,49.1,0.0,4277.0,746.0,10.8,2.3,126.58000000000001
4519227,33.0,0,0,0,0,-3.790621511354268,-0.6034813280951269,56.7,60.2,0.0,3285.0,572.0,10.7,1.9,116.9
4519228,39.0,0,0,0,0,-3.7568482361516806,0.9410700052400509,62.91,59.5,0.0,3873.0,767.0,11.1,2.0,122.41
4519229,44.0,1,1,1,1,4.320926325624313,3.737367824309001,63.47,35.2,24.51,3582.0,487.0,10.5,1.9,123.18
4519230,44.0,1,1,1,-1,2.9785727011486527,7.841121332044462,67.69,34.2,18.47,3875.0,1034.0,10.2,1.9,120.36
4519231,56.0,1,1,1,-1,5.672714407306947,1.7703953380007653,62.44,42.1,21.09,4230.0,1018.0,8.5,1.6,125.63
4519232,39.0,1,1,1,1,4.952422764214004,-0.41999790491459144,56.53,43.0,21.83,3716.0,551.0,9.8,1.5,121.36
4519233,41.0,1,1,1,-1,3.0851369572371556,-0.6035692219936782,61.58,47.3,17.49,4081.0,1006.0,12.0,1.7,126.36999999999999
4519234,42.0,1,1,1,-1,3.109853488820055,3.15370231335924,58.65,33.2,22.43,3818.0,564.0,12.1,1.3,114.28
4519235,39.0,0,0,0,-1,-4.916423648314005,2.022414268319846,63.75,55.8,0.0,3721.0,857.0,12.9,1.6,119.55
4519239,57.0,1,1,1,-1,6.651662469113015,-9.28250514496368,50.1,60.6,21.19,4109.0,1587.0,11.45,1.6,131.89000000000001
4519240,55.0,0,0,0,-1,-2.310654399071206,-6.756957612518492,56.51,75.0,0.0,3959.0,1530.0,12.0,1.9,131.51
4519241,44.0,0,0,0,-1,-3.6512076362714145,-7.338336136662423,58.59,75.5,0.0,3992.0,1366.0,14.0,2.4,134.09
4519243,40.0,0,0,0,-1,-3.5719814172099147,-7.294509050834317,49.15,73.2,0.0,2919.0,813.0,12.2,2.5,122.35
4519244,41.0,0,0,0,-1,-2.6457229242397218,-5.731882490774239,53.17,72.0,0.0,3520.0,1021.0,11.6,1.4,125.17
4519245,50.0,0,0,0,-1,-3.87689424469903,-6.982378325518174,49.64,67.4,0.0,4172.0,1278.0,13.2,1.5,117.04
4519246,48.0,0,0,0,0,-4.503951844474021,-6.596817988626628,52.19,69.9,0.0,3654.0,848.0,13.3,2.5,122.09
4519247,46.0,0,0,0,0,-4.02674091354815,-2.386974785888055,57.98,63.9,0.0,3750.0,737.0,12.0,1.9,121.88
4519248,49.0,0,0,0,0,-3.854719258183662,-4.119630512332837,56.36,69.9,0.0,3457.0,392.0,12.2,2.1,126.26
4519249,49.0,1,1,1,-1,4.738115891197212,-2.2395754209304988,59.94,50.4,20.87,3484.0,623.0,10.7,1.8,131.21
4519250,45.0,0,0,0,0,-4.262922931881739,-3.448088232608551,57.83,67.8,0.0,3403.0,504.0,12.4,2.3,125.63
4519251,44.0,0,0,0,-1,-4.127403516217842,-2.1997891067429154,66.0,69.9,0.0,3634.0,265.0,13.0,2.4,135.9
4519252,45.0,0,0,0,0,-3.7560511671303205,-1.8387931367392303,64.64,67.0,0.0,3754.0,684.0,12.8,1.6,131.64
4519253,39.0,0,0,0,0,-3.9179868242150158,-1.3909437748428284,58.19,63.2,0.0,3214.0,538.0,12.1,1.5,121.39
4519254,42.0,0,0,0,0,-3.869524192474718,0.9831329345653305,60.88,59.3,0.0,3346.0,530.0,12.0,1.2,120.18
4519255,45.0,1,1,1,-1,3.1917790389660867,-1.153488041937797,56.21,42.3,18.59,3656.0,1113.0,12.7,1.8,117.1
4519256,50.0,1,1,1,1,2.8827266708995007,1.000684442981389,61.38,45.2,17.78,3607.0,604.0,11.6,1.0,124.36000000000001
4519257,42.0,0,0,0,0,-3.2532256697983812,-2.055344891598516,57.06,64.3,0.0,3435.0,694.0,11.6,0.9,121.36
4519258,51.0,1,1,1,1,4.386370939151612,-0.3660635069661759,55.55,46.2,17.73,4010.0,557.0,9.1,0.7,119.48
4519259,45.0,0,0,0,-1,-2.7441786055399073,-5.274964443985659,49.51,66.9,0.0,3844.0,1024.0,11.3,0.9,116.41
4519260,51.0,1,1,1,-1,3.856354549768837,0.45634220947601206,61.7,45.8,17.9,4338.0,1006.0,11.0,0.8,125.4
4519267,48.0,1,1,1,-1,7.145682608731387,-3.121461424707723,54.67,45.0,27.2,3387.0,934.0,10.1,0.8,126.87
4519268,48.0,0,0,0,0,-4.158443633992881,-3.0847057024472955,52.84,60.8,0.0,3562.0,942.0,11.5,2.0,113.64
4519269,43.0,1,1,1,1,5.777840969161965,-0.06836502175896156,57.09,41.1,23.93,3284.0,846.0,10.0,1.2,122.12
4519270,44.0,0,0,0,0,-4.577246520728852,1.7918971938950656,62.76,57.2,0.0,3512.0,566.0,12.4,1.3,119.96000000000001
4519271,44.0,1,1,1,-1,5.704066885973908,5.056375666966406,56.42,28.8,23.67,3314.0,1106.0,9.2,1.0,108.89
4519272,38.0,0,0,0,0,-3.0849464972804266,-0.5231616655893679,60.13,61.7,0.0,3498.0,882.0,10.7,1.3,121.83000000000001
4519273,40.0,0,0,0,0,-4.102738205889933,3.226513229179939,59.86,53.0,0.0,3515.0,701.0,10.9,1.2,112.86
4519274,38.0,1,1,1,1,6.3139722389839985,1.8926500868336664,56.48,34.5,26.4,2930.0,856.0,9.8,0.8,117.38
4519275,44.0,1,1,1,-1,6.935039560812622,-1.1605753465112814,57.1,41.8,26.2,3644.0,1028.0,9.6,0.8,125.10000000000001
4519276,48.0,1,1,1,-1,7.46778360152351,4.617463350320658,54.12,25.1,26.21,3740.0,1514.0,8.9,0.6,105.43
4519277,49.0,1,1,1,-1,6.756132571982422,-1.4633520895782075,59.16,39.8,27.6,4161.0,1356.0,11.4,1.3,126.56
4519278,46.0,0,0,0,-1,-5.7279726475028525,4.032825408714177,60.37,49.6,0.0,3804.0,653.0,13.0,1.0,109.97
4519279,40.0,1,1,1,-1,4.958873314220516,-3.123991620487858,48.02,41.0,21.32,3465.0,890.0,12.0,0.5,110.34
4519280,44.0,1,1,1,-1,2.628578127837032,1.5403867624867524,56.85,42.2,14.99,3457.0,921.0,11.5,0.6,114.04
4519281,47.0,1,1,1,-1,2.7557871513518863,1.6050606198550799,55.42,37.0,17.16,3927.0,1095.0,12.7,0.6,109.58
4519282,42.0,1,1,1,1,2.781081995198901,-2.069338671245171,56.54,49.2,16.25,3650.0,770.0,12.7,0.8,121.99000000000001
4519283,43.0,1,1,1,1,3.1470540580968818,-0.6768164036540445,56.05,47.1,16.88,3560.0,431.0,11.1,0.7,120.03
4519284,46.0,0,0,0,0,-4.378413510008158,-3.864305363490989,52.79,65.0,0.0,3309.0,544.0,12.4,1.9,117.78999999999999
4519285,36.0,0,0,0,0,-3.5728644425182248,-2.0401710965466853,58.04,63.1,0.0,3417.0,958.0,11.6,1.8,121.14
4519286,41.0,0,0,0,0,-4.434375200514879,-2.8264098939839455,57.74,64.2,0.0,3867.0,651.0,12.5,1.8,121.94
4519287,42.0,1,1,1,-1,2.2420803932842146,1.6818840886793454,61.12,41.3,19.1,3107.0,475.0,13.0,1.8,121.51999999999998
4519288,48.0,1,1,1,1,2.8137717012969343,0.8881834985516309,60.0,44.0,18.27,3713.0,489.0,11.0,1.8,122.27
4519289,49.0,1,1,1,1,2.7708339047060404,4.405324073715214,66.74,44.1,15.56,3581.0,502.0,10.2,0.7,126.4
4519290,47.0,0,0,0,0,-3.4653441204716082,-2.7751591591559266,58.03,67.2,0.0,3834.0,479.0,12.2,0.9,125.23
4519291,40.0,1,1,1,1,2.921389446397499,1.2837749213792615,56.63,44.9,14.82,3734.0,438.0,10.0,0.7,116.35
4519292,49.0,1,1,1,1,3.2004649619418473,-2.758368012103395,49.64,48.1,15.45,3439.0,445.0,11.0,0.7,113.19000000000001
4519310,36.0,0,0,0,0,-3.7436429896995036,-0.312862912665914,57.81,60.5,0.0,3343.0,510.0,11.3,1.2,118.31
4519311,36.0,0,0,0,0,-3.9528019106805585,-0.19494048395012895,59.33,59.5,0.0,3462.0,706.0,11.8,1.2,118.83
4519312,39.0,1,1,1,1,6.127618614835593,3.6385524120672272,62.67,32.5,28.28,3451.0,819.0,10.0,0.8,123.45
4519313,38.0,0,0,0,0,-2.8543404756064272,1.085343591755174,64.32,61.7,0.0,3654.0,694.0,11.5,0.5,126.02
4519314,36.0,0,0,0,0,-3.598438532534139,2.8818332620660576,62.01,55.2,0.0,3530.0,808.0,11.5,0.6,117.21000000000001
4519315,35.0,0,0,0,0,-3.374030034650427,-1.458384034331679,56.88,62.2,0.0,3546.0,664.0,11.9,0.5,119.08000000000001
4519316,38.0,0,0,0,0,-3.7347334669411625,1.7816433448294628,58.83,55.0,0.0,3690.0,792.0,11.8,0.5,113.83
4519317,43.0,0,0,0,0,-3.547601166587945,1.7364313902856263,60.14,57.1,0.0,3006.0,661.0,13.0,0.0,117.24000000000001
4519318,40.0,1,1,1,1,3.294118318018714,2.723441705741937,61.73,40.4,19.33,3357.0,682.0,12.8,0.0,121.46
4519319,39.0,1,1,1,1,3.899896294021619,-1.21790348067685,55.08,47.6,18.41,3242.0,331.0,12.0,0.0,121.09
4519320,41.0,1,1,1,-1,3.368661234544676,0.3887426784254459,53.71,41.5,17.39,3213.0,709.0,12.5,0.0,112.60000000000001
4519321,42.0,1,1,1,1,2.2846037596096487,0.23637438755691773,56.75,49.0,12.2,3468.0,467.0,11.8,0.0,117.95
4519322,46.0,0,0,0,0,-3.642305410025037,-0.15789590687961885,59.66,60.7,0.0,3851.0,404.0,12.6,0.0,120.36
4519324,44.0,0,0,0,0,-4.361476551968935,-4.6385496730246905,53.48,67.1,0.0,3591.0,555.0,12.5,2.0,120.57999999999998
4519325,42.0,1,1,1,1,5.5830709107627445,0.6497895874573185,62.13,45.6,22.18,3684.0,614.0,9.4,0.5,129.91
4519326,41.0,0,0,0,0,-3.049152259167045,3.0189636125675716,59.01,55.2,0.0,3382.0,389.0,10.5,0.2,114.21000000000001
4519327,38.0,0,0,0,0,-2.9650885307542927,0.752827027417517,58.99,60.1,0.0,3347.0,356.0,10.9,0.2,119.09
4519328,40.0,1,1,1,1,5.750216511029205,1.9336554792895384,58.38,39.1,23.89,3443.0,426.0,9.3,0.0,121.37
4519329,35.0,0,0,0,0,-2.9704076530068337,1.7647935440408997,61.7,60.1,0.0,3102.0,348.0,10.7,0.9,121.80000000000001
4519330,37.0,0,0,0,-1,-1.4696030990539055,1.3828765626754784,59.59,60.5,0.0,3145.0,716.0,6.4,2.2,120.09
4519331,41.0,1,1,1,-1,5.586973870427169,7.713753948980484,66.34,37.2,19.04,2984.0,509.0,5.3,1.8,122.58000000000001
4519332,39.0,1,1,1,-1,4.864009690551934,5.608654180547641,66.77,38.2,21.66,3402.0,456.0,8.7,0.7,126.63
4519333,40.0,0,0,0,0,-2.8004814159224454,4.912347269314516,63.57,54.8,0.0,3364.0,389.0,9.6,0.4,118.37
4519335,44.0,1,1,1,-1,4.051741295727018,4.097157241388487,60.23,38.7,17.67,3334.0,804.0,8.6,2.0,116.60000000000001
4519336,45.0,1,1,1,1,4.4619667200361235,3.4428568710063163,63.37,39.2,21.2,3274.0,804.0,10.3,1.1,123.77
4519337,45.0,1,1,1,1,5.920104950273648,4.940239716017325,66.74,33.1,28.5,3179.0,646.0,9.7,1.0,128.34
4519338,49.0,1,1,1,-1,4.684055907586833,9.713155381759947,64.49,25.1,24.8,3390.0,1024.0,10.0,0.7,114.39
4519339,44.0,1,1,1,-1,4.365268468816625,10.738489661446902,70.43,26.7,24.5,3682.0,865.0,9.6,0.8,121.63000000000001
4519340,43.0,0,0,0,0,-3.654141239525688,3.997448276595577,62.91,54.5,0.0,3037.0,692.0,10.7,1.3,117.41
4519341,35.0,0,0,0,0,-2.299055047927258,3.0566032243822603,60.55,56.1,0.0,3011.0,869.0,8.9,1.2,116.65
4519342,40.0,1,1,1,-1,5.577283942851788,8.039398297716303,63.81,30.7,22.1,3197.0,866.0,7.2,1.1,116.61000000000001
4519343,35.0,0,0,0,-1,-3.1444014871646844,7.183883565038293,65.29,52.1,0.0,2794.0,731.0,9.2,1.2,117.39000000000001
4519344,35.0,0,0,0,-1,-3.545068227888114,5.304181037811391,62.22,51.3,0.0,3181.0,843.0,9.8,1.3,113.52
4519345,34.0,0,0,0,-1,-3.673220364691813,6.6219021621985075,66.74,53.2,0.0,3289.0,716.0,9.9,1.4,119.94
4519346,36.0,0,0,0,0,-2.32272522848111,3.686484095993034,60.51,55.1,0.0,3326.0,716.0,8.5,1.0,115.61
4519347,44.0,1,1,1,-1,4.6778869577545334,-0.6785589962634894,60.49,49.1,18.46,3431.0,1002.0,9.7,1.2,128.05
4519349,40.0,1,1,1,1,3.786084463241354,1.3659408071621788,60.85,46.3,16.19,3645.0,826.0,9.8,0.7,123.34
4519350,36.0,0,0,0,0,-3.080377381997572,-0.35661201551976596,59.38,63.5,0.0,3137.0,346.0,11.1,0.8,122.88
4519351,44.0,0,0,0,0,-3.3643304621690033,1.0210222623761904,66.5,61.5,0.0,4097.0,898.0,12.4,0.9,128.0
4519352,42.0,1,1,1,-1,4.966585564833569,-4.329479928239077,55.62,51.9,21.04,3434.0,770.0,11.1,2.0,128.56
4519353,36.0,0,0,0,0,-3.504287983375726,-0.37628250384033135,59.1,61.6,0.0,3150.0,613.0,11.3,1.3,120.7
4519354,39.0,1,1,1,1,3.3753727719620925,-0.2516899551812383,57.6,44.8,19.9,3377.0,296.0,12.3,1.0,122.30000000000001
4519355,48.0,0,0,0,0,-3.2982242230440937,-2.8129294094850237,56.46,67.6,0.0,3386.0,451.0,11.4,1.4,124.06
4519356,37.0,0,0,0,0,-4.658964596737339,0.11539618133499352,61.5,60.1,0.0,3689.0,367.0,13.4,1.1,121.6
4519357,44.0,1,1,1,1,4.03880049049139,3.2408555435417865,66.34,38.1,24.18,3470.0,574.0,12.0,1.1,128.62
4519358,38.0,1,1,1,1,3.2852088803228914,2.7802877172506735,57.43,38.3,19.95,3311.0,189.0,10.9,1.2,115.67999999999999
4519374,42.0,1,1,1,1,2.8629286126198803,2.797505523883267,64.51,41.9,18.5,3263.0,922.0,12.0,1.3,124.91
4519375,42.0,0,0,0,0,-2.8421344908306216,0.6205480931598979,66.83,64.5,0.0,4159.0,497.0,10.1,2.0,131.32999999999998
4519376,40.0,1,1,1,-1,6.471722522359433,-4.831205331170291,39.3,39.3,21.2,3209.0,796.0,8.5,2.0,99.8
4519377,38.0,0,0,0,0,-3.078144872248301,1.114127909674334,63.37,61.1,0.0,3498.0,639.0,10.0,2.0,124.47
4519378,41.0,1,1,1,1,5.610697046902226,2.7645553475588214,59.76,36.0,24.1,3724.0,735.0,8.8,1.6,119.85999999999999
4519379,39.0,0,0,0,0,-3.391685429026056,1.836849547237515,62.13,58.0,0.0,3470.0,746.0,10.9,1.2,120.13
4519380,41.0,0,0,0,0,-3.5779071464310856,1.2186284448139233,57.69,56.5,0.0,3387.0,703.0,10.8,1.3,114.19
4519381,42.0,1,1,1,-1,3.2823236132520486,3.937946888858706,63.96,39.3,18.5,3637.0,789.0,11.0,1.2,121.75999999999999
4519382,34.0,0,0,0,0,-2.9117718984559278,0.7660086076381171,56.56,57.4,0.0,3389.0,701.0,10.2,0.5,113.96000000000001
4519383,38.0,0,0,0,0,-3.607398757902092,2.223801254071151,57.86,54.0,0.0,3476.0,774.0,10.3,1.3,111.86
4519384,44.0,1,1,1,1,5.270657031748814,-1.3494068266172545,60.05,47.5,21.19,4002.0,945.0,10.5,1.1,128.74
4519385,45.0,1,1,1,1,3.3679244037264433,2.7347145659054135,53.56,34.2,20.05,3677.0,405.0,10.9,1.0,107.81
