Regime,N,Pct,TTT_mean,TTT_median,TTT_std,HM_mean,DRI_mean,Bucket_mean,OXY_mean,Delta_TTT_vs_global,Silhouette_K,Silhouette
Oversize_charge,831,6.866066264562505,44.993983152827916,45.0,5.587094629996445,64.83128038507822,58.182406738868835,10.227424789410348,3988.6077015643805,3.5099378747976715,,
KMeans_cluster_1,5303,43.815582913327276,43.530831604752024,43.0,4.870476052023577,57.09749141995097,40.731350179143874,20.955083914765225,3658.2238355647746,2.0467863267217794,2.0,0.37960651893318104
High_Scrap,3846,31.7772453110799,43.253718148725945,43.0,4.795307140016494,56.717529121164844,38.66641705668227,23.147815912636506,3635.036141445658,1.7696728706957003,,
High_CPC,3011,24.878129389407587,43.07539023580206,42.0,5.600957630995818,57.667920956492864,49.898791099302564,11.305340418465628,3791.66257057456,1.5913449577718168,,
Flux_intensive,3026,25.002065603569363,41.881163251817576,41.0,5.777683664817191,56.65201916721745,55.36347984137475,5.0067680105750165,3823.705882352941,0.3971179737873314,,
High_HM,466,3.850285053292572,40.31974248927039,39.0,6.005259051667267,67.383669527897,45.26843347639485,5.190064377682404,3531.598712446352,-1.164302788759855,,
High_DRI,3451,28.51359167148641,40.1644161112721,39.0,5.2441125110489715,56.85230194146624,63.471944363952474,0.025940307157345698,3702.8487394957983,-1.3196291667581477,,
KMeans_cluster_0,6800,56.184417086672724,39.887852941176476,39.0,5.2886282865454985,59.514659411764704,59.98404411764706,0.0056500000000000005,3666.0070588235294,-1.5961923368537683,2.0,0.37960651893318104
Low_Oxygen,3022,24.969015946459557,39.58630046326936,39.0,5.1182906636722905,57.926302779616144,49.392213765718076,9.451101919258768,3216.719722038385,-1.897744814760884,,
