Heat Number,Date,Shift,HM,DRI,HBI,Bucket,LIME,DOLO,CPC,POWER,OXY,T C,TTT
4615459,2026-04-14 00:00:00,A,67.12,59.7,0.0,0.0,9.9,0.8,276.0,33999.0,3332.0,126.82,57.0
4615460,2026-04-14 00:00:00,A,54.8,40.4,0.0,0.0,7.6,0.9,254.0,33038.0,3021.0,95.2,40.0
4615461,2026-04-14 00:00:00,A,61.83,42.2,0.0,14.0,11.0,0.0,493.0,33714.0,3134.0,118.03,47.0
4615462,2026-04-14 00:00:00,A,51.2,44.5,0.0,15.0,12.3,0.7,518.0,36364.0,3402.0,110.7,44.0
4615463,2026-04-14 00:00:00,B,53.9,64.7,0.0,0.0,12.9,0.0,862.0,36693.0,3900.0,118.6,43.0
4615464,2026-04-14 00:00:00,B,60.59,47.3,0.0,18.2,9.6,1.9,631.0,34230.0,3499.0,126.09,41.0
4615465,2026-04-14 00:00:00,B,62.66,54.1,0.0,0.0,11.9,2.7,446.0,31794.0,3262.0,116.76,36.0
4615466,2026-04-14 00:00:00,B,53.6,62.2,0.0,0.0,11.7,2.0,675.0,31273.0,3362.0,115.8,38.0
4615467,2026-04-14 00:00:00,B,59.48,64.4,0.0,0.0,12.5,2.0,417.0,33246.0,3424.0,123.88,42.0
4615468,2026-04-14 00:00:00,B,64.96,63.2,0.0,0.0,12.6,1.2,417.0,34268.0,3842.0,128.16,41.0
4615469,2026-04-14 00:00:00,B,68.01,65.7,0.0,0.0,13.3,1.3,421.0,31756.0,3512.0,133.71,37.0
4615470,2026-04-14 00:00:00,B,50.87,65.1,0.0,0.0,12.4,1.2,463.0,32822.0,3399.0,115.97,32.0
4615471,2026-04-14 00:00:00,B,56.18,66.1,0.0,0.0,12.6,1.3,440.0,32713.0,3746.0,122.28,41.0
4615472,2026-04-14 00:00:00,B,58.68,65.3,0.0,0.0,13.1,1.4,475.0,32008.0,4156.0,123.98,42.0
4615473,2026-04-14 00:00:00,B,60.35,59.0,0.0,0.0,10.7,0.8,319.0,29265.0,3003.0,119.35,33.0
4615474,2026-04-14 00:00:00,B,55.85,62.9,0.0,0.0,12.2,1.0,372.0,31659.0,3510.0,118.75,34.0
4615475,2026-04-14 00:00:00,B,55.0,67.9,0.0,0.0,12.5,2.1,984.0,34264.0,3554.0,122.9,39.0
4615476,2026-04-15 00:00:00,C,52.52,43.0,0.0,15.24,8.8,0.8,581.0,31676.0,3076.0,110.76,41.0
4615477,2026-04-15 00:00:00,C,62.22,68.2,0.0,0.0,11.2,1.8,644.0,36460.0,3826.0,130.42000000000002,52.0
4615478,2026-04-15 00:00:00,C,70.77,67.7,0.0,0.0,9.7,1.9,321.0,34159.0,3770.0,138.47,38.0
4615479,2026-04-15 00:00:00,C,62.71,63.2,0.0,0.0,10.1,1.9,437.0,34636.0,3636.0,125.91,40.0
4615480,2026-04-15 00:00:00,C,64.57,65.1,0.0,0.0,11.8,1.3,433.0,34493.0,3377.0,129.67,36.0
4615481,2026-04-15 00:00:00,C,57.46,60.2,0.0,0.0,11.2,1.4,580.0,33327.0,3837.0,117.66,39.0
4615482,2026-04-15 00:00:00,C,65.37,45.1,0.0,16.34,9.5,1.3,395.0,35086.0,3200.0,126.81,40.0
4615483,2026-04-15 00:00:00,C,64.95,61.2,0.0,0.0,10.4,1.4,405.0,34603.0,3424.0,126.15,37.0
4615484,2026-04-15 00:00:00,C,59.38,60.1,0.0,0.0,11.1,1.3,397.0,32982.0,3492.0,119.48,34.0
4615485,2026-04-15 00:00:00,C,69.44,55.2,0.0,0.0,9.5,1.4,414.0,32972.0,3362.0,124.64,35.0
4615486,2026-04-15 00:00:00,C,63.82,58.4,0.0,0.0,9.8,1.1,460.0,32099.0,3435.0,122.22,34.0
4615487,2026-04-15 00:00:00,C,59.45,38.8,0.0,20.84,10.0,1.1,571.0,34927.0,3394.0,119.09,43.0
4615488,2026-04-15 00:00:00,A,61.08,62.1,0.0,0.0,11.0,1.1,203.0,32455.0,3302.0,123.18,37.0
4615489,2026-04-15 00:00:00,A,58.16,61.6,0.0,0.0,11.1,1.0,194.0,32024.0,3168.0,119.76,46.0
4615490,2026-04-15 00:00:00,A,68.01,66.1,0.0,0.0,13.3,1.0,407.0,34025.0,3926.0,134.11,41.0
4615491,2026-04-15 00:00:00,A,60.02,64.5,0.0,0.0,12.1,1.3,234.0,31752.0,3388.0,124.52,36.0
4615492,2026-04-15 00:00:00,A,60.06,64.2,0.0,0.0,11.9,1.0,208.0,30797.0,3567.0,124.26,35.0
4615493,2026-04-15 00:00:00,A,67.56,60.8,0.0,0.0,12.8,1.5,528.0,34097.0,3937.0,128.36,40.0
4615494,2026-04-15 00:00:00,A,55.66,65.8,0.0,0.0,11.8,1.7,409.0,31023.0,3180.0,121.46,34.0
4615495,2026-04-15 00:00:00,A,54.31,58.9,0.0,0.0,11.6,0.9,275.0,33170.0,3465.0,113.21,37.0
4615496,2026-04-15 00:00:00,A,53.82,45.2,0.0,14.0,9.3,0.7,204.0,29496.0,3168.0,113.02,36.0
4615497,2026-04-15 00:00:00,A,53.48,57.5,0.0,0.0,11.5,1.1,232.0,31228.0,3270.0,110.98,41.0
4615498,2026-04-15 00:00:00,A,56.74,58.2,0.0,0.0,11.7,1.1,155.0,28438.0,3129.0,114.94,32.0
4615499,2026-04-15 00:00:00,A,58.16,60.0,0.0,0.0,12.1,0.8,222.0,31500.0,3456.0,118.16,33.0
4615500,2026-04-15 00:00:00,A,62.89,64.4,0.0,0.0,13.3,1.3,500.0,33263.0,3989.0,127.29,37.0
4615501,2026-04-15 00:00:00,B,55.37,70.9,0.0,0.0,13.5,1.4,913.0,36210.0,5034.0,126.27,47.0
4615502,2026-04-15 00:00:00,B,48.93,66.2,0.0,0.0,11.4,2.0,394.0,31946.0,3879.0,115.13,51.0
4615503,2026-04-15 00:00:00,B,64.15,70.1,0.0,0.0,13.0,2.0,322.0,37355.0,4077.0,134.25,46.0
4615504,2026-04-15 00:00:00,B,51.13,64.1,0.0,0.0,12.0,2.0,433.0,32489.0,3363.0,115.23,34.0
4615505,2026-04-15 00:00:00,B,56.42,72.1,0.0,0.0,12.2,2.0,410.0,35912.0,3740.0,128.51999999999998,36.0
4615506,2026-04-15 00:00:00,B,58.74,59.6,0.0,0.0,11.7,2.0,558.0,33167.0,3888.0,118.34,36.0
4615507,2026-04-15 00:00:00,B,56.36,63.2,0.0,0.0,11.8,2.0,592.0,33863.0,3554.0,119.56,36.0
4615508,2026-04-15 00:00:00,B,68.72,63.0,0.0,0.0,11.3,2.0,800.0,36485.0,4506.0,131.72,42.0
4615509,2026-04-15 00:00:00,B,53.27,62.1,0.0,0.0,12.1,1.9,432.0,34521.0,3484.0,115.37,36.0
4615510,2026-04-15 00:00:00,B,56.32,64.8,0.0,0.0,12.3,1.3,439.0,31940.0,3290.0,121.12,33.0
4615511,2026-04-15 00:00:00,B,51.61,67.0,0.0,0.0,13.4,1.4,620.0,36629.0,4034.0,118.61,38.0
4615512,2026-04-15 00:00:00,B,53.21,69.1,0.0,0.0,14.4,1.5,388.0,33578.0,3589.0,122.31,37.0
4615513,2026-04-16 00:00:00,C,76.35,60.0,0.0,0.0,13.1,1.5,443.0,35387.0,4258.0,136.35,55.0
4615514,2026-04-16 00:00:00,C,58.01,65.1,0.0,0.0,12.7,1.3,657.0,34269.0,3731.0,123.11,46.0
4615515,2026-04-16 00:00:00,C,67.29,63.2,0.0,0.0,12.4,1.4,195.0,34148.0,3512.0,130.49,37.0
4615516,2026-04-16 00:00:00,C,52.45,46.9,0.0,18.4,9.9,1.2,226.0,37425.0,3771.0,117.75,40.0
4615517,2026-04-16 00:00:00,C,63.84,53.4,0.0,0.0,12.1,1.3,326.0,31740.0,3648.0,117.24,37.0
4615518,2026-04-16 00:00:00,C,62.38,61.5,0.0,0.0,12.6,1.4,424.0,32255.0,3728.0,123.88,38.0
4615519,2026-04-16 00:00:00,C,53.49,33.3,0.0,21.1,10.4,1.0,369.0,29927.0,3083.0,107.89,49.0
4615520,2026-04-16 00:00:00,C,62.56,60.3,0.0,0.0,12.6,1.3,182.0,32502.0,3524.0,122.86,33.0
4615521,2026-04-16 00:00:00,C,58.81,63.9,0.0,0.0,12.8,1.4,150.0,31371.0,3671.0,122.71,36.0
4615522,2026-04-16 00:00:00,C,53.0,65.7,0.0,0.0,12.6,1.4,306.0,33559.0,3411.0,118.7,35.0
4615524,2026-04-16 00:00:00,C,65.19,60.0,0.0,0.0,12.8,1.5,365.0,37447.0,3630.0,125.19,44.0
4615525,2026-04-16 00:00:00,A,51.4,56.9,0.0,0.0,12.2,1.3,445.0,31866.0,3246.0,108.3,35.0
4615526,2026-04-16 00:00:00,A,55.63,59.8,0.0,0.0,12.8,1.3,791.0,32171.0,3586.0,115.43,40.0
4615527,2026-04-16 00:00:00,A,61.4,57.8,0.0,0.0,12.0,1.2,791.0,32598.0,3364.0,119.2,37.0
4615528,2026-04-16 00:00:00,A,59.46,59.3,0.0,0.0,11.9,1.3,566.0,34505.0,3027.0,118.76,43.0
4615529,2026-04-16 00:00:00,A,57.71,59.3,0.0,0.0,12.3,1.3,571.0,34021.0,3450.0,117.01,35.0
4615530,2026-04-16 00:00:00,A,50.39,60.2,0.0,0.0,11.4,1.2,316.0,29139.0,3416.0,110.59,37.0
4615531,2026-04-16 00:00:00,A,58.04,68.8,0.0,0.0,12.2,2.0,707.0,35191.0,3787.0,126.84,48.0
4615532,2026-04-16 00:00:00,A,57.84,57.4,0.0,0.0,12.4,1.9,708.0,35711.0,3765.0,115.24,38.0
4615533,2026-04-16 00:00:00,A,52.79,59.1,0.0,0.0,11.7,1.2,840.0,30930.0,3400.0,111.89,33.0
4615534,2026-04-16 00:00:00,A,65.33,67.8,0.0,0.0,12.8,0.9,484.0,33300.0,3762.0,133.13,36.0
4615535,2026-04-16 00:00:00,A,55.99,55.5,0.0,0.0,12.8,1.1,667.0,31654.0,3438.0,111.49,33.0
4615536,2026-04-16 00:00:00,A,55.35,63.3,0.0,0.0,12.4,1.1,581.0,33626.0,3904.0,118.65,35.0
4615537,2026-04-16 00:00:00,A,55.81,60.7,0.0,0.0,13.1,1.7,754.0,34435.0,3805.0,116.51,37.0
4615538,2026-04-16 00:00:00,B,48.51,65.1,0.0,0.0,12.6,1.5,740.0,36860.0,3769.0,113.61,57.0
4615539,2026-04-16 00:00:00,B,62.4,50.3,0.0,0.0,12.5,1.4,543.0,34820.0,3670.0,112.7,44.0
4615540,2026-04-16 00:00:00,B,70.42,57.0,0.0,0.0,12.7,1.3,503.0,35372.0,3581.0,127.42,64.0
4615541,2026-04-16 00:00:00,B,68.76,54.0,0.0,0.0,11.5,1.3,514.0,35175.0,3444.0,122.76,40.0
4615542,2026-04-16 00:00:00,B,67.66,55.6,0.0,0.0,11.9,1.3,561.0,34550.0,4382.0,123.26,44.0
4615543,2026-04-16 00:00:00,B,63.13,60.1,0.0,0.0,12.0,1.2,461.0,31672.0,3427.0,123.23,37.0
4615544,2026-04-16 00:00:00,B,66.22,55.2,0.0,0.0,12.1,1.4,258.0,32464.0,3679.0,121.42,37.0
4615545,2026-04-16 00:00:00,B,45.7,51.3,0.0,0.0,12.2,1.2,491.0,30822.0,3492.0,97.0,37.0
4615546,2026-04-16 00:00:00,B,59.49,57.2,0.0,0.0,12.2,1.2,584.0,31894.0,3414.0,116.69,38.0
4615548,2026-04-16 00:00:00,B,67.98,59.9,0.0,0.0,12.7,2.0,206.0,35467.0,3648.0,127.88,42.0
4615549,2026-04-17 00:00:00,C,67.29,60.1,0.0,0.0,12.2,1.7,282.0,33677.0,3631.0,127.39,36.0
4615550,2026-04-17 00:00:00,C,53.0,50.3,0.0,0.0,10.0,1.4,553.0,29453.0,3374.0,103.3,33.0
4615551,2026-04-17 00:00:00,C,62.52,60.0,0.0,0.0,11.5,1.6,724.0,34304.0,3768.0,122.52,39.0
4615552,2026-04-17 00:00:00,C,61.31,60.1,0.0,0.0,11.2,0.9,275.0,32264.0,3572.0,121.41,36.0
4615553,2026-04-17 00:00:00,C,52.82,47.1,0.0,15.1,10.7,0.7,378.0,35728.0,3857.0,115.02,42.0
4615554,2026-04-17 00:00:00,C,67.6,64.2,0.0,0.0,13.9,1.0,187.0,36464.0,3904.0,131.8,50.0
4615555,2026-04-17 00:00:00,C,65.0,59.2,0.0,0.0,13.1,1.1,572.0,35720.0,4091.0,124.2,47.0
4615556,2026-04-17 00:00:00,C,59.88,44.2,0.0,0.0,12.1,1.2,312.0,23290.0,3542.0,104.08,34.0
4615557,2026-04-17 00:00:00,C,63.17,53.3,0.0,0.0,11.3,1.3,289.0,28803.0,3699.0,116.47,38.0
4615558,2026-04-17 00:00:00,C,58.42,51.9,0.0,0.0,11.3,1.2,151.0,27203.0,3399.0,110.32,47.0
4615559,2026-04-17 00:00:00,C,56.62,57.1,0.0,0.0,11.0,1.1,220.0,29098.0,3601.0,113.72,34.0
4615560,2026-04-17 00:00:00,C,58.11,60.1,0.0,0.0,11.8,1.1,307.0,32170.0,3711.0,118.21,36.0
4615561,2026-04-17 00:00:00,A,63.47,58.7,0.0,0.0,12.9,1.1,194.0,32426.0,3660.0,122.17,38.0
4615562,2026-04-17 00:00:00,A,54.22,32.4,0.0,25.0,9.9,0.8,312.0,31671.0,3248.0,111.62,39.0
4615563,2026-04-17 00:00:00,A,53.37,53.4,0.0,0.0,11.7,0.3,312.0,30776.0,3220.0,106.77,36.0
4615564,2026-04-17 00:00:00,A,64.76,60.1,0.0,0.0,12.9,1.3,286.0,36263.0,3615.0,124.86,48.0
4615565,2026-04-17 00:00:00,A,61.19,57.4,0.0,0.0,12.9,1.1,454.0,34604.0,3624.0,118.59,52.0
4615566,2026-04-17 00:00:00,A,56.4,66.1,0.0,0.0,12.4,1.9,539.0,33617.0,3733.0,122.5,54.0
4615567,2026-04-17 00:00:00,A,61.09,68.2,0.0,0.0,11.8,2.0,1184.0,34730.0,4070.0,129.29000000000002,38.0
4615568,2026-04-17 00:00:00,A,59.85,59.6,0.0,0.0,12.3,1.8,311.0,31531.0,3552.0,119.45,35.0
4615569,2026-04-17 00:00:00,A,62.51,59.0,0.0,0.0,12.0,1.6,610.0,35761.0,3820.0,121.51,37.0
4615570,2026-04-17 00:00:00,A,51.16,58.7,0.0,0.0,11.0,1.8,161.0,32186.0,3567.0,109.86,35.0
4615571,2026-04-17 00:00:00,A,52.59,58.2,0.0,0.0,12.6,1.1,281.0,31227.0,3625.0,110.79,35.0
4615572,2026-04-17 00:00:00,A,62.97,60.6,0.0,0.0,8.3,2.4,361.0,33615.0,4434.0,123.57,42.0
4615573,2026-04-17 00:00:00,B,64.73,30.1,0.0,25.62,10.4,1.4,289.0,33407.0,3420.0,120.45000000000002,41.0
4615574,2026-04-17 00:00:00,B,59.05,60.0,0.0,0.0,9.7,2.1,220.0,33571.0,3749.0,119.05,43.0
4615575,2026-04-17 00:00:00,B,67.34,55.5,0.0,0.0,6.1,2.1,247.0,30863.0,3453.0,122.84,42.0
4615576,2026-04-17 00:00:00,B,57.37,55.3,0.0,0.0,10.4,1.8,242.0,29491.0,3275.0,112.67,34.0
4615577,2026-04-17 00:00:00,B,59.75,66.7,0.0,0.0,9.9,2.0,576.0,34196.0,3935.0,126.45,53.0
4615578,2026-04-17 00:00:00,B,62.04,57.2,0.0,0.0,12.6,2.1,468.0,33646.0,3735.0,119.24,42.0
4615579,2026-04-17 00:00:00,B,64.61,58.6,0.0,0.0,11.8,1.5,475.0,31143.0,3759.0,123.21,37.0
4615580,2026-04-17 00:00:00,B,54.28,61.2,0.0,0.0,11.7,1.2,482.0,29596.0,3565.0,115.48,36.0
4615581,2026-04-17 00:00:00,B,60.92,60.1,0.0,0.0,11.6,1.4,451.0,32982.0,3557.0,121.02,37.0
4615582,2026-04-17 00:00:00,B,58.78,59.9,0.0,0.0,12.3,1.3,420.0,32454.0,3621.0,118.68,34.0
4615583,2026-04-17 00:00:00,B,64.9,55.3,0.0,0.0,12.2,1.2,690.0,32716.0,3837.0,120.2,35.0
4615584,2026-04-17 00:00:00,B,62.77,69.3,0.0,0.0,13.3,1.5,741.0,37898.0,4296.0,132.07,41.0
4615585,2026-04-18 00:00:00,C,65.16,51.4,0.0,0.0,10.8,2.1,894.0,32200.0,4229.0,116.56,40.0
4615586,2026-04-18 00:00:00,C,60.03,62.5,0.0,0.0,12.1,1.9,679.0,35766.0,3961.0,122.53,43.0
4615587,2026-04-18 00:00:00,C,60.46,60.0,0.0,0.0,12.5,1.5,576.0,33960.0,4038.0,120.46,41.0
4615588,2026-04-18 00:00:00,C,64.35,64.3,0.0,0.0,13.0,1.7,329.0,33068.0,4129.0,128.64999999999998,47.0
4615589,2026-04-18 00:00:00,C,62.5,62.1,0.0,0.0,13.5,2.2,309.0,35732.0,4149.0,124.6,48.0
4615590,2026-04-18 00:00:00,C,49.48,68.9,0.0,0.0,13.5,2.2,1058.0,40560.0,3861.0,118.38,43.0
4615591,2026-04-18 00:00:00,C,60.22,66.2,0.0,0.0,12.8,1.9,575.0,33834.0,4044.0,126.42,40.0
4615592,2026-04-18 00:00:00,C,63.53,60.1,0.0,0.0,13.2,1.9,379.0,33329.0,3795.0,123.63,36.0
4615593,2026-04-18 00:00:00,C,64.08,59.0,0.0,0.0,11.6,1.8,179.0,31842.0,3473.0,123.08,34.0
4615594,2026-04-18 00:00:00,C,54.5,62.1,0.0,0.0,11.1,1.8,310.0,33456.0,3561.0,116.6,34.0
4615595,2026-04-18 00:00:00,C,63.14,61.2,0.0,0.0,12.8,1.8,263.0,31752.0,3717.0,124.34,35.0
4615596,2026-04-18 00:00:00,C,61.53,53.6,0.0,0.0,13.1,1.8,220.0,30503.0,3724.0,115.13,37.0
4615597,2026-04-18 00:00:00,A,62.95,61.6,0.0,0.0,13.5,1.8,265.0,34676.0,3799.0,124.55,39.0
4615598,2026-04-18 00:00:00,A,62.13,58.9,0.0,0.0,4.4,4.3,543.0,30298.0,3655.0,121.03,34.0
4615599,2026-04-18 00:00:00,A,68.71,44.1,0.0,16.0,4.4,4.6,388.0,38725.0,3932.0,128.81,46.0
4615600,2026-04-18 00:00:00,A,58.56,39.9,0.0,15.33,10.3,1.1,561.0,34173.0,3386.0,113.79,41.0
4615601,2026-04-18 00:00:00,A,64.82,59.8,0.0,0.0,9.9,2.0,406.0,33844.0,3764.0,124.62,45.0
4615602,2026-04-18 00:00:00,A,69.01,29.7,0.0,28.0,9.6,0.4,222.0,32978.0,3403.0,126.71,50.0
4615603,2026-04-18 00:00:00,A,67.93,56.1,0.0,0.0,11.0,1.1,156.0,32009.0,3418.0,124.03,36.0
4615604,2026-04-18 00:00:00,A,55.11,52.8,0.0,0.0,10.2,0.9,135.0,29706.0,3467.0,107.91,34.0
4615605,2026-04-18 00:00:00,A,55.19,56.2,0.0,0.0,9.8,0.9,506.0,32411.0,3367.0,111.39,69.0
4615606,2026-04-18 00:00:00,A,72.93,57.7,0.0,0.0,11.0,1.4,356.0,32685.0,3557.0,130.63,7.0
4615607,2026-04-18 00:00:00,A,59.41,59.3,0.0,0.0,11.9,2.1,757.0,32097.0,3654.0,118.71,35.0
4615608,2026-04-18 00:00:00,A,50.17,35.0,0.0,28.0,9.2,1.0,697.0,34559.0,3606.0,113.17,43.0
4615609,2026-04-18 00:00:00,B,53.38,33.2,0.0,27.08,8.8,1.0,564.0,32426.0,3446.0,113.66,776.0
4615610,2026-04-18 00:00:00,B,62.36,55.3,0.0,0.0,12.5,2.7,353.0,33036.0,3581.0,117.66,756.0
4615611,2026-04-18 00:00:00,B,63.6,50.1,0.0,0.0,11.8,1.9,473.0,34644.0,3163.0,113.7,36.0
4615612,2026-04-18 00:00:00,B,72.28,49.1,0.0,0.0,12.8,2.0,561.0,34463.0,3163.0,121.38,34.0
4615613,2026-04-18 00:00:00,B,64.92,47.2,0.0,0.0,10.2,1.4,437.0,30342.0,3216.0,112.12,35.0
4615614,2026-04-18 00:00:00,B,60.89,28.6,0.0,25.19,7.7,0.9,684.0,35053.0,3167.0,114.68,66.0
4615616,2026-04-18 00:00:00,B,73.69,36.0,0.0,15.1,11.5,1.4,411.0,35097.0,3138.0,124.79,875.8
4615617,2026-04-18 00:00:00,B,71.13,46.5,0.0,0.0,11.3,1.9,205.0,32026.0,2872.0,117.63,639.2
4615618,2026-04-18 00:00:00,B,69.73,36.1,0.0,18.27,8.5,1.7,238.0,35839.0,2737.0,124.1,41.0
4615619,2026-04-18 00:00:00,B,66.36,56.7,0.0,0.0,11.5,2.1,608.0,38182.0,3595.0,123.06,55.0
4615620,2026-04-19 00:00:00,C,61.54,60.8,0.0,0.0,11.4,1.3,335.0,35035.0,3128.0,122.34,37.0
4615621,2026-04-19 00:00:00,C,68.68,58.4,0.0,0.0,15.2,1.2,438.0,34801.0,4851.0,127.08,45.0
4615622,2026-04-19 00:00:00,C,58.01,46.7,0.0,16.05,14.4,1.2,259.0,31442.0,3800.0,120.76,42.0
4615623,2026-04-19 00:00:00,C,57.15,65.0,0.0,0.0,13.4,2.2,354.0,33169.0,3572.0,122.15,35.0
4615624,2026-04-19 00:00:00,C,59.82,63.2,0.0,0.0,12.4,1.9,418.0,35261.0,3664.0,123.02,38.0
4615625,2026-04-19 00:00:00,C,54.28,64.0,0.0,0.0,12.1,1.9,354.0,31704.0,3849.0,118.28,37.0
4615626,2026-04-19 00:00:00,C,60.16,45.8,0.0,16.72,13.4,0.0,409.0,32771.0,3446.0,122.68,38.0
4615627,2026-04-19 00:00:00,C,59.28,59.8,0.0,0.0,12.6,0.0,764.0,33813.0,4371.0,119.08,48.0
4615628,2026-04-19 00:00:00,C,52.22,67.9,0.0,0.0,16.1,0.0,497.0,30251.0,4137.0,120.12,42.0
4615629,2026-04-19 00:00:00,C,56.4,54.7,0.0,0.0,14.2,0.0,518.0,28064.0,3423.0,111.1,35.0
4615630,2026-04-19 00:00:00,C,51.58,61.2,0.0,0.0,14.2,0.0,294.0,28490.0,3498.0,112.78,45.0
4615631,2026-04-19 00:00:00,C,52.97,65.9,0.0,0.0,12.8,0.0,302.0,32842.0,3429.0,118.87,35.0
4615632,2026-04-19 00:00:00,A,57.67,47.5,0.0,24.12,12.2,0.0,507.0,34679.0,3596.0,129.29000000000002,39.0
4615633,2026-04-19 00:00:00,A,60.3,59.7,0.0,0.0,13.2,0.0,383.0,32892.0,3148.0,120.0,39.0
4615634,2026-04-19 00:00:00,A,57.16,58.3,0.0,0.0,13.1,0.0,541.0,34001.0,3238.0,115.46,34.0
4615635,2026-04-19 00:00:00,A,56.04,56.2,0.0,0.0,12.8,0.0,522.0,32507.0,3716.0,112.24,34.0
4615636,2026-04-19 00:00:00,A,57.58,33.3,0.0,21.19,11.2,0.0,343.0,34598.0,3258.0,112.07,38.0
4615637,2026-04-19 00:00:00,A,55.53,56.2,0.0,0.0,13.2,0.0,496.0,32765.0,3508.0,111.73,36.0
4615638,2026-04-19 00:00:00,A,54.77,60.1,0.0,0.0,13.1,0.0,555.0,33786.0,3558.0,114.87,42.0
4615640,2026-04-19 00:00:00,A,49.59,40.2,0.0,14.7,9.6,1.0,649.0,39585.0,3673.0,104.49,48.0
4615642,2026-04-19 00:00:00,B,56.28,38.4,0.0,22.42,11.9,1.9,348.0,35048.0,3712.0,117.1,41.0
4615643,2026-04-19 00:00:00,B,69.0,45.4,0.0,9.63,12.2,2.3,850.0,41732.0,4303.0,124.03,54.0
4615644,2026-04-19 00:00:00,B,62.28,48.3,0.0,22.01,12.8,2.4,186.0,40224.0,3581.0,132.59,72.0
4615645,2026-04-19 00:00:00,B,55.81,45.4,0.0,11.25,11.0,2.0,446.0,34337.0,3476.0,112.46,41.0
4615646,2026-04-19 00:00:00,B,51.89,38.4,0.0,17.4,10.7,1.8,174.0,35836.0,3536.0,107.69,40.0
4615647,2026-04-19 00:00:00,B,58.83,64.9,0.0,0.0,12.2,2.0,510.0,41253.0,4178.0,123.73,45.0
4615648,2026-04-19 00:00:00,B,55.86,50.4,0.0,22.7,12.6,2.1,175.0,33978.0,3832.0,128.96,40.0
4615649,2026-04-19 00:00:00,B,54.43,35.7,0.0,21.8,9.1,1.6,725.0,34633.0,2947.0,111.93,40.0
4615650,2026-04-19 00:00:00,B,56.15,42.4,0.0,16.8,11.2,2.0,280.0,34660.0,3384.0,115.35,43.0
4615651,2026-04-20 00:00:00,C,63.4,55.5,0.0,0.0,12.2,1.9,200.0,32081.0,3152.0,118.9,39.0
4615652,2026-04-20 00:00:00,C,61.2,58.8,0.0,0.0,10.9,0.8,498.0,31945.0,3090.0,120.0,34.0
4615653,2026-04-20 00:00:00,C,56.41,42.6,0.0,20.52,9.4,0.8,385.0,36441.0,3302.0,119.53,40.0
4615654,2026-04-20 00:00:00,C,49.63,51.8,0.0,15.5,12.5,0.9,609.0,39403.0,3308.0,116.93,46.0
4615655,2026-04-20 00:00:00,C,61.03,63.8,0.0,0.0,13.5,0.9,569.0,35689.0,3435.0,124.83,36.0
4615656,2026-04-20 00:00:00,C,50.51,68.1,0.0,0.0,13.1,1.0,549.0,36282.0,3682.0,118.61,40.0
4615657,2026-04-20 00:00:00,C,60.45,67.7,0.0,0.0,14.0,0.9,804.0,38902.0,3996.0,128.15,42.0
4615658,2026-04-20 00:00:00,C,52.45,40.4,0.0,22.84,11.9,1.1,662.0,33275.0,3444.0,115.69,39.0
4615659,2026-04-20 00:00:00,C,63.59,60.0,0.0,0.0,14.2,1.2,560.0,33565.0,4040.0,123.59,44.0
4615660,2026-04-20 00:00:00,C,65.6,64.8,0.0,0.0,10.1,1.6,644.0,33987.0,3611.0,130.39999999999998,37.0
4615661,2026-04-20 00:00:00,C,61.59,37.4,0.0,20.1,11.0,1.0,747.0,35490.0,3535.0,119.09,51.0
4615662,2026-04-20 00:00:00,C,56.8,42.6,0.0,15.84,10.7,1.3,1038.0,36803.0,3456.0,115.24,49.0
4615663,2026-04-20 00:00:00,A,61.1,51.4,0.0,0.0,12.1,0.6,417.0,30670.0,3367.0,112.5,37.0
4615664,2026-04-20 00:00:00,A,61.24,55.9,0.0,0.0,12.1,1.2,516.0,31866.0,3538.0,117.14,36.0
4615665,2026-04-20 00:00:00,A,59.99,33.4,0.0,21.34,10.0,0.8,302.0,30843.0,3132.0,114.73,39.0
4615666,2026-04-20 00:00:00,A,53.28,51.9,0.0,0.0,9.2,1.1,415.0,28962.0,2909.0,105.18,32.0
4615667,2026-04-20 00:00:00,A,55.99,61.0,0.0,0.0,9.9,1.1,456.0,35414.0,3012.0,116.99,43.0
4615668,2026-04-20 00:00:00,A,51.72,52.5,0.0,0.0,10.8,1.1,297.0,27735.0,2846.0,104.22,36.0
4615669,2026-04-20 00:00:00,A,60.0,58.6,0.0,0.0,12.4,1.2,202.0,30923.0,3490.0,118.6,37.0
4615670,2026-04-20 00:00:00,A,65.0,57.6,0.0,0.0,10.8,1.4,251.0,33138.0,3865.0,122.6,38.0
4615671,2026-04-20 00:00:00,A,58.7,30.4,0.0,19.94,9.0,0.7,387.0,28639.0,3475.0,109.04,35.0
4615672,2026-04-20 00:00:00,A,53.98,46.4,0.0,11.86,10.8,1.1,261.0,30616.0,3322.0,112.24,49.0
4615673,2026-04-20 00:00:00,A,57.64,53.1,0.0,0.0,11.3,1.2,251.0,30653.0,3463.0,110.74,34.0
4615674,2026-04-20 00:00:00,A,63.83,54.4,0.0,0.0,11.4,1.1,322.0,34143.0,3333.0,118.23,44.0
4615675,2026-04-20 00:00:00,B,52.68,58.4,1.0,16.37,11.5,1.2,835.0,34364.0,3986.0,128.45,47.0
4615676,2026-04-20 00:00:00,B,59.97,60.5,0.0,0.0,12.0,1.3,580.0,33004.0,3497.0,120.47,36.0
4615677,2026-04-20 00:00:00,B,56.52,60.6,0.0,0.0,11.5,2.0,526.0,32944.0,3092.0,117.12,35.0
