Heat Number,Date,Shift,HM,DRI,HBI,Bucket,LIME,DOLO,CPC,POWER,OXY,T C,TTT
4517468,2025-06-13 00:00:00,A,60.33,53.7,0.0,0.0,9.7,1.1,745.0,31009.0,3218.0,114.03,34.0
4517469,2025-06-13 00:00:00,A,62.28,57.7,0.0,0.0,9.7,1.2,612.0,30534.0,3610.0,119.98,40.0
4517470,2025-06-13 00:00:00,A,52.77,55.2,0.0,0.0,9.2,1.2,838.0,28800.0,3537.0,107.97,40.0
4517471,2025-06-13 00:00:00,A,57.23,56.3,0.0,0.0,11.0,0.8,556.0,30778.0,3883.0,113.53,41.0
4517472,2025-06-13 00:00:00,A,58.83,62.0,0.0,0.0,10.6,1.6,542.0,29800.0,3762.0,120.83,38.0
4517474,2025-06-13 00:00:00,A,62.62,42.2,0.0,24.5,9.6,1.2,927.0,35686.0,4199.0,129.32,45.0
4517475,2025-06-13 00:00:00,A,60.36,60.8,0.0,0.0,10.9,2.0,722.0,30327.0,3540.0,121.16,41.0
4517476,2025-06-13 00:00:00,A,60.0,61.3,0.0,0.0,11.1,1.8,292.0,29801.0,3523.0,121.3,33.0
4517477,2025-06-13 00:00:00,A,61.08,58.0,0.0,0.0,11.0,0.7,220.0,26750.0,3115.0,119.08,31.0
4517493,2025-06-14 00:00:00,C,62.82,61.1,0.0,0.0,12.6,1.4,414.0,33543.0,3959.0,123.92,1431.0
4517494,2025-06-14 00:00:00,C,52.23,56.8,0.0,0.0,12.2,1.0,362.0,28259.0,3379.0,109.03,33.0
4517495,2025-06-14 00:00:00,C,68.42,59.1,0.0,0.0,11.8,1.3,158.0,31704.0,3852.0,127.52,36.0
4517496,2025-06-14 00:00:00,C,63.5,57.7,0.0,0.0,11.3,1.0,509.0,30045.0,3441.0,121.2,35.0
4517497,2025-06-14 00:00:00,C,68.41,57.0,0.0,0.0,11.2,1.1,776.0,31981.0,4028.0,125.41,40.0
4517498,2025-06-14 00:00:00,C,59.85,53.1,0.0,0.0,10.7,1.2,433.0,28652.0,3300.0,112.95,33.0
4517499,2025-06-14 00:00:00,C,65.75,54.2,0.0,0.0,10.6,1.6,453.0,33033.0,3622.0,119.95,58.0
4517500,2025-06-14 00:00:00,C,60.13,53.1,0.0,0.0,10.0,1.4,493.0,30328.0,3268.0,113.23,35.0
4517501,2025-06-14 00:00:00,C,65.25,57.6,0.0,0.0,11.0,0.9,799.0,31036.0,4014.0,122.85,38.0
4517502,2025-06-14 00:00:00,C,65.31,32.0,0.0,27.92,10.9,0.9,773.0,32156.0,3428.0,125.23,39.0
4517503,2025-06-14 00:00:00,C,56.1,38.2,0.0,24.04,10.9,1.5,685.0,33024.0,3704.0,118.34,43.0
4517504,2025-06-14 00:00:00,A,54.04,42.4,0.0,20.58,13.0,2.4,248.0,36081.0,3812.0,117.02,47.0
4517505,2025-06-14 00:00:00,A,62.1,59.0,0.0,0.0,10.3,1.9,342.0,30225.0,3483.0,121.1,44.0
4517506,2025-06-14 00:00:00,A,62.49,60.1,0.0,0.0,10.3,2.1,400.0,32250.0,3542.0,122.59,40.0
4517507,2025-06-14 00:00:00,A,62.47,56.7,0.0,0.0,10.7,2.1,584.0,33796.0,3812.0,119.17,36.0
4517508,2025-06-14 00:00:00,A,55.03,60.1,0.0,0.0,11.9,2.1,522.0,29197.0,3461.0,115.13,34.0
4517509,2025-06-14 00:00:00,A,64.85,55.5,0.0,0.0,11.5,2.3,372.0,32235.0,3721.0,120.35,36.0
4517510,2025-06-14 00:00:00,A,63.29,59.2,0.0,0.0,9.9,2.4,447.0,32705.0,3913.0,122.49,44.0
4517511,2025-06-14 00:00:00,A,64.72,65.0,0.0,0.0,12.6,2.5,505.0,37171.0,5082.0,129.72,48.0
4517512,2025-06-14 00:00:00,A,54.29,56.3,0.0,0.0,11.7,2.1,276.0,27970.0,3840.0,110.59,35.0
4517513,2025-06-14 00:00:00,A,62.05,39.2,0.0,23.89,11.2,1.9,475.0,31577.0,3965.0,125.14,41.0
4517514,2025-06-14 00:00:00,A,52.0,31.7,0.0,33.06,7.8,1.4,282.0,27449.0,3270.0,116.76,33.0
4517515,2025-06-14 00:00:00,A,51.44,35.0,0.0,28.56,8.6,1.2,552.0,31958.0,3131.0,115.0,41.0
4517516,2025-06-14 00:00:00,B,49.33,55.1,0.0,0.0,9.1,1.1,524.0,29590.0,3012.0,104.43,34.0
4517517,2025-06-14 00:00:00,B,71.69,59.2,0.0,0.0,11.6,2.0,787.0,33915.0,3925.0,130.89,72.0
4517518,2025-06-14 00:00:00,B,62.13,27.4,0.0,31.35,9.0,1.7,409.0,32739.0,3459.0,120.88,40.0
4517519,2025-06-14 00:00:00,B,68.15,58.5,0.0,0.0,9.6,2.1,657.0,32428.0,3903.0,126.65,46.0
4517520,2025-06-14 00:00:00,B,65.2,60.4,0.0,0.0,11.3,2.1,624.0,31985.0,3734.0,125.6,40.0
4517521,2025-06-14 00:00:00,B,59.71,61.1,0.0,0.0,11.3,1.2,642.0,33208.0,3415.0,120.81,38.0
4517522,2025-06-14 00:00:00,B,60.49,57.0,0.0,0.0,10.6,2.0,518.0,32089.0,3257.0,117.49,35.0
4517523,2025-06-14 00:00:00,B,57.97,56.7,0.0,0.0,9.7,1.9,374.0,29789.0,3476.0,114.67,36.0
4517528,2025-06-15 00:00:00,C,59.11,60.1,0.0,0.0,11.3,2.1,407.0,29807.0,3816.0,119.21,1389.0
4517529,2025-06-15 00:00:00,C,62.41,52.1,0.0,0.0,10.6,1.6,795.0,26588.0,3600.0,114.51,36.0
4517530,2025-06-15 00:00:00,C,56.78,62.1,0.0,0.0,11.2,1.9,806.0,29130.0,3842.0,118.88,37.0
4517531,2025-06-15 00:00:00,C,58.88,56.4,0.0,0.0,10.6,1.4,835.0,31021.0,3736.0,115.28,36.0
4517532,2025-06-15 00:00:00,C,64.0,40.8,0.0,20.04,9.3,1.1,856.0,29778.0,3438.0,124.84,38.0
4517533,2025-06-15 00:00:00,C,64.13,58.0,0.0,0.0,11.1,1.2,559.0,29312.0,3649.0,122.13,44.0
4517534,2025-06-15 00:00:00,C,67.6,56.4,0.0,0.0,9.7,1.4,528.0,30593.0,3564.0,124.0,36.0
4517535,2025-06-15 00:00:00,C,72.46,56.4,0.0,0.0,10.7,1.2,682.0,27887.0,3415.0,128.86,36.0
4517536,2025-06-15 00:00:00,C,66.38,58.6,0.0,0.0,11.1,2.2,531.0,30355.0,3751.0,124.98,36.0
4517537,2025-06-15 00:00:00,C,67.05,30.3,0.0,20.1,8.1,1.6,549.0,32457.0,3754.0,117.45,43.0
4517538,2025-06-15 00:00:00,C,63.73,36.3,0.0,22.18,8.5,1.6,738.0,31480.0,3654.0,122.21,43.0
4517539,2025-06-15 00:00:00,C,61.85,29.5,0.0,25.14,9.0,1.8,505.0,31736.0,3568.0,116.49,44.0
4517540,2025-06-15 00:00:00,A,63.42,27.5,0.0,35.54,9.0,1.8,269.0,36079.0,3699.0,126.46,63.0
4517541,2025-06-15 00:00:00,A,62.01,39.6,0.0,0.0,11.9,1.9,222.0,27075.0,3144.0,101.61,33.0
4517542,2025-06-15 00:00:00,A,61.42,29.4,0.0,28.39,8.9,1.3,432.0,35491.0,3338.0,119.21,49.0
4517543,2025-06-15 00:00:00,A,58.42,29.2,0.0,29.53,9.1,1.0,600.0,28928.0,3151.0,117.15,38.0
4517544,2025-06-15 00:00:00,A,60.1,50.3,0.0,0.0,10.9,1.5,461.0,31353.0,3787.0,110.4,39.0
4517545,2025-06-15 00:00:00,A,62.75,55.1,0.0,0.0,10.6,2.2,596.0,29021.0,3404.0,117.85,50.0
4517546,2025-06-15 00:00:00,A,62.32,39.3,0.0,27.36,9.9,2.0,565.0,33355.0,4369.0,128.98000000000002,44.0
4517547,2025-06-15 00:00:00,A,70.4,35.1,0.0,30.95,9.4,1.9,463.0,30153.0,3903.0,136.45000000000002,43.0
4517548,2025-06-15 00:00:00,A,61.88,40.3,0.0,25.71,9.4,1.8,375.0,33425.0,3658.0,127.89,41.0
4517578,2025-06-17 00:00:00,C,64.14,49.1,0.0,22.51,11.9,0.0,1319.0,54800.0,4780.0,135.75,217.0
4517579,2025-06-17 00:00:00,C,47.83,44.0,0.0,18.53,10.6,1.5,424.0,37349.0,3194.0,110.36,55.0
4517580,2025-06-17 00:00:00,C,63.34,61.9,0.0,0.0,12.0,1.7,438.0,33043.0,3857.0,125.24,48.0
4517581,2025-06-17 00:00:00,C,62.32,54.2,0.0,26.96,12.7,2.3,695.0,40809.0,4343.0,143.48000000000002,59.0
4517582,2025-06-17 00:00:00,A,58.3,80.3,0.0,0.0,13.2,1.0,764.0,36215.0,4160.0,138.6,43.0
4517583,2025-06-17 00:00:00,A,49.44,54.6,0.0,24.4,10.0,1.1,827.0,34277.0,3820.0,128.44,41.0
4517584,2025-06-17 00:00:00,A,54.37,48.5,0.0,20.01,9.4,1.1,617.0,33361.0,3682.0,122.88,75.0
4517585,2025-06-17 00:00:00,A,52.96,51.6,0.0,21.26,9.6,0.7,520.0,33335.0,3603.0,125.82,42.0
4517586,2025-06-17 00:00:00,A,51.58,45.9,0.0,21.66,9.0,0.8,457.0,33790.0,3505.0,119.14,41.0
4517587,2025-06-17 00:00:00,A,60.01,63.0,0.0,0.0,12.0,0.9,582.0,35058.0,3856.0,123.01,38.0
4517588,2025-06-17 00:00:00,A,58.3,41.8,0.0,24.32,10.9,0.8,267.0,33862.0,3204.0,124.42,40.0
4517589,2025-06-17 00:00:00,A,51.02,67.5,0.0,0.0,12.1,0.8,323.0,32937.0,3418.0,118.52,36.0
4517590,2025-06-17 00:00:00,A,50.92,41.0,0.0,26.28,10.6,0.8,448.0,34973.0,3544.0,118.2,41.0
4517591,2025-06-17 00:00:00,A,51.66,43.5,0.0,22.52,10.1,0.8,780.0,30527.0,3698.0,117.68,68.0
4517592,2025-06-17 00:00:00,A,61.47,55.2,0.0,21.38,12.1,1.4,442.0,38177.0,3805.0,138.05,52.0
4517593,2025-06-17 00:00:00,B,55.29,64.1,0.0,0.0,9.5,1.7,529.0,32871.0,3746.0,119.39,37.0
4517594,2025-06-17 00:00:00,B,59.36,44.6,0.0,22.29,9.6,1.8,439.0,35481.0,3946.0,126.25,48.0
4517595,2025-06-17 00:00:00,B,48.87,37.7,0.0,23.72,9.5,0.8,378.0,29696.0,2894.0,110.29,41.0
4517596,2025-06-17 00:00:00,B,64.84,68.2,0.0,0.0,11.2,1.7,494.0,34440.0,3607.0,133.04000000000002,39.0
4517597,2025-06-17 00:00:00,B,63.25,70.3,0.0,0.0,11.5,0.8,358.0,35034.0,4180.0,133.55,45.0
4517598,2025-06-17 00:00:00,B,59.25,60.3,0.0,0.0,12.4,1.2,348.0,30731.0,3393.0,119.55,38.0
4517601,2025-06-18 00:00:00,C,57.44,64.1,0.0,0.0,13.6,1.6,557.0,35479.0,3919.0,121.54,158.0
4517608,2025-06-18 00:00:00,C,59.0,42.0,0.0,26.11,10.6,1.7,600.0,33989.0,4054.0,127.11,48.0
4517611,2025-06-18 00:00:00,C,62.19,61.5,0.0,0.0,11.5,2.1,217.0,30188.0,3762.0,123.69,47.0
4517612,2025-06-18 00:00:00,A,54.69,66.2,0.0,0.0,12.0,1.3,376.0,33112.0,3404.0,120.89,36.0
4517613,2025-06-18 00:00:00,A,58.75,68.9,0.0,0.0,11.3,1.3,462.0,34790.0,4021.0,127.65,41.0
4517614,2025-06-18 00:00:00,A,64.55,52.7,0.0,23.72,11.1,1.4,397.0,37659.0,3906.0,140.97,47.0
4517615,2025-06-18 00:00:00,A,58.66,67.8,0.0,0.0,13.2,1.2,600.0,32808.0,4080.0,126.46,41.0
4517616,2025-06-18 00:00:00,A,50.9,51.4,0.0,18.02,10.7,1.1,615.0,30427.0,3497.0,120.32,37.0
4517617,2025-06-18 00:00:00,A,54.56,67.8,0.0,0.0,12.0,1.2,254.0,31983.0,3160.0,122.36,37.0
4517618,2025-06-18 00:00:00,A,54.0,47.5,0.0,18.13,10.0,1.1,521.0,32180.0,3685.0,119.63,39.0
4517619,2025-06-18 00:00:00,A,60.36,59.2,0.0,0.0,13.1,1.4,315.0,34463.0,3776.0,119.56,41.0
4517620,2025-06-18 00:00:00,A,59.27,65.8,0.0,0.0,12.5,1.2,198.0,33495.0,3501.0,125.07,38.0
4517621,2025-06-18 00:00:00,A,57.91,57.0,0.0,0.0,11.8,1.2,200.0,32181.0,3340.0,114.91,35.0
4517622,2025-06-18 00:00:00,A,51.51,68.9,0.0,0.0,13.1,0.9,508.0,33475.0,3909.0,120.41,40.0
4517623,2025-06-18 00:00:00,A,54.24,64.8,0.0,0.0,12.0,0.7,287.0,31888.0,3397.0,119.04,35.0
4517624,2025-06-18 00:00:00,A,63.14,68.5,0.0,0.0,13.0,1.0,636.0,33963.0,4050.0,131.64,48.0
4517625,2025-06-18 00:00:00,B,51.99,59.2,0.0,0.0,11.4,0.8,522.0,29294.0,3432.0,111.19,41.0
4517626,2025-06-18 00:00:00,B,67.56,39.6,0.0,23.33,9.8,0.9,414.0,30592.0,4343.0,130.49,45.0
4517627,2025-06-18 00:00:00,B,53.15,64.7,0.0,0.0,11.3,0.8,481.0,29628.0,3454.0,117.85,40.0
4517628,2025-06-18 00:00:00,B,57.27,62.6,0.0,0.0,11.0,0.8,352.0,32641.0,3794.0,119.87,41.0
4517629,2025-06-18 00:00:00,B,56.33,43.1,0.0,22.43,8.4,0.5,392.0,31324.0,3476.0,121.86,44.0
4517630,2025-06-18 00:00:00,B,59.38,64.5,0.0,0.0,11.6,1.2,448.0,33320.0,3716.0,123.88,37.0
4517631,2025-06-18 00:00:00,B,52.55,62.6,0.0,0.0,10.8,1.3,343.0,30134.0,3324.0,115.15,35.0
4517632,2025-06-18 00:00:00,B,56.96,67.1,0.0,0.0,11.0,1.1,358.0,36608.0,3662.0,124.06,38.0
4517633,2025-06-18 00:00:00,B,56.7,64.2,0.0,0.0,11.1,1.3,386.0,32627.0,3547.0,120.9,38.0
4517636,2025-06-18 00:00:00,B,59.28,42.8,0.0,21.44,10.7,1.1,301.0,33484.0,4112.0,123.52,43.0
4517637,2025-06-19 00:00:00,C,50.56,49.7,0.0,15.82,11.7,1.2,336.0,32261.0,3356.0,116.08,38.0
4517638,2025-06-19 00:00:00,C,53.22,51.5,0.0,14.97,10.3,1.1,323.0,33708.0,3565.0,119.69,41.0
4517639,2025-06-19 00:00:00,C,63.0,57.8,0.0,0.0,11.5,1.3,288.0,31669.0,3462.0,120.8,41.0
4517640,2025-06-19 00:00:00,C,59.66,62.6,0.0,0.0,11.0,1.3,255.0,33339.0,3461.0,122.26,37.0
4517641,2025-06-19 00:00:00,C,63.89,61.2,0.0,0.0,11.0,1.3,335.0,35702.0,3830.0,125.09,37.0
4517642,2025-06-19 00:00:00,C,60.86,61.7,0.0,0.0,11.0,1.3,245.0,32569.0,3253.0,122.56,37.0
4517643,2025-06-19 00:00:00,C,59.06,63.5,0.0,0.0,11.0,1.4,507.0,35183.0,4063.0,122.56,40.0
4517644,2025-06-19 00:00:00,C,63.45,62.3,0.0,0.0,10.9,1.3,398.0,33523.0,3710.0,125.75,37.0
4517645,2025-06-19 00:00:00,C,61.99,40.0,0.0,20.9,9.7,1.0,586.0,31344.0,3915.0,122.89,39.0
4517646,2025-06-19 00:00:00,C,52.51,47.1,0.0,21.61,10.7,1.3,750.0,33352.0,3794.0,121.22,40.0
4517647,2025-06-19 00:00:00,C,51.81,46.1,0.0,22.8,10.1,1.1,409.0,34029.0,3633.0,120.71,39.0
4517648,2025-06-19 00:00:00,C,64.34,45.2,0.0,17.45,11.6,1.2,329.0,37575.0,3706.0,126.99,45.0
4517649,2025-06-19 00:00:00,A,65.38,42.7,0.0,15.03,11.6,1.1,246.0,32510.0,3459.0,123.11,43.0
4517650,2025-06-19 00:00:00,A,63.15,42.0,0.0,19.41,10.6,1.0,196.0,32799.0,3181.0,124.56,37.0
4517651,2025-06-19 00:00:00,A,58.69,37.6,0.0,15.48,11.3,1.2,258.0,32881.0,3712.0,111.77,40.0
4517652,2025-06-19 00:00:00,A,62.79,64.2,0.0,0.0,12.6,1.4,93.0,34331.0,3820.0,126.99,46.0
4517653,2025-06-19 00:00:00,A,66.93,66.3,0.0,0.0,12.2,1.4,340.0,36888.0,3950.0,133.23000000000002,42.0
4517654,2025-06-19 00:00:00,A,58.9,64.9,0.0,0.0,11.7,1.3,769.0,32238.0,3346.0,123.8,37.0
4517655,2025-06-19 00:00:00,A,60.41,58.4,0.0,0.0,11.8,1.3,248.0,31960.0,3858.0,118.81,39.0
4517656,2025-06-19 00:00:00,A,61.27,36.4,0.0,26.32,10.2,0.9,170.0,30393.0,3153.0,123.99,36.0
4517657,2025-06-19 00:00:00,A,59.11,61.2,0.0,0.0,11.1,1.2,110.0,31989.0,3228.0,120.31,35.0
4517658,2025-06-19 00:00:00,A,54.45,57.2,0.0,0.0,11.1,1.3,380.0,31835.0,3196.0,111.65,36.0
4517659,2025-06-19 00:00:00,A,60.26,40.6,0.0,25.3,10.2,1.0,31.0,32128.0,3169.0,126.16,39.0
4517674,2025-06-20 00:00:00,C,59.26,60.3,0.0,0.0,10.7,1.3,279.0,32643.0,3228.0,119.56,1396.0
4517675,2025-06-20 00:00:00,C,61.5,40.9,0.0,22.8,11.0,1.2,415.0,35992.0,3382.0,125.2,43.0
4517676,2025-06-20 00:00:00,C,59.26,42.2,0.0,20.24,10.5,1.3,415.0,32437.0,3332.0,121.7,41.0
4517677,2025-06-20 00:00:00,C,56.39,65.1,0.0,0.0,10.3,1.3,378.0,33438.0,3476.0,121.49,35.0
4517678,2025-06-20 00:00:00,C,56.47,39.1,0.0,22.46,9.5,1.2,576.0,31583.0,3434.0,118.03,38.0
4517679,2025-06-20 00:00:00,C,61.34,46.7,0.0,16.72,11.0,1.5,565.0,33814.0,3600.0,124.76,40.0
4517680,2025-06-20 00:00:00,C,58.32,54.0,0.0,0.0,8.9,1.1,472.0,30622.0,2839.0,112.32,40.0
4517681,2025-06-20 00:00:00,C,61.4,58.1,0.0,0.0,11.2,1.3,464.0,32008.0,3483.0,119.5,36.0
4517682,2025-06-20 00:00:00,C,63.08,31.4,0.0,29.07,11.0,1.2,280.0,35101.0,2993.0,123.55,41.0
4517683,2025-06-20 00:00:00,C,67.46,55.1,0.0,0.0,10.4,2.3,462.0,34484.0,3264.0,122.56,38.0
4517684,2025-06-20 00:00:00,C,58.0,61.7,0.0,0.0,10.4,1.4,370.0,33474.0,3268.0,119.7,36.0
4517685,2025-06-20 00:00:00,C,60.47,40.5,0.0,26.82,10.0,1.3,739.0,35523.0,3271.0,127.79,40.0
4517686,2025-06-20 00:00:00,A,72.57,58.8,0.0,0.0,10.0,1.4,457.0,31717.0,3455.0,131.37,37.0
4517687,2025-06-20 00:00:00,A,63.16,55.7,0.0,0.0,9.4,1.3,313.0,29609.0,3085.0,118.86,35.0
4517688,2025-06-20 00:00:00,A,70.4,31.6,0.0,23.54,10.9,1.2,233.0,33112.0,3260.0,125.54,40.0
4517689,2025-06-20 00:00:00,A,72.32,58.6,0.0,0.0,11.7,1.4,436.0,33158.0,3366.0,130.92,36.0
4517690,2025-06-20 00:00:00,A,76.95,20.1,0.0,30.35,8.9,0.9,331.0,33302.0,3444.0,127.4,39.0
4517691,2025-06-20 00:00:00,A,60.5,34.1,0.0,25.14,9.4,1.5,325.0,35265.0,3734.0,119.74,45.0
4517692,2025-06-20 00:00:00,A,76.12,59.5,0.0,0.0,12.5,1.9,314.0,36610.0,3739.0,135.62,36.0
4517693,2025-06-20 00:00:00,A,58.72,18.7,0.0,34.91,8.4,0.7,255.0,29920.0,3465.0,112.33,39.0
4517694,2025-06-20 00:00:00,A,64.83,56.0,0.0,0.0,11.0,1.4,377.0,32511.0,3444.0,120.83,47.0
4517695,2025-06-20 00:00:00,A,65.1,58.5,0.0,0.0,12.3,1.3,206.0,33116.0,3195.0,123.6,39.0
4517696,2025-06-20 00:00:00,A,66.87,51.3,0.0,0.0,10.1,1.2,492.0,33160.0,3540.0,118.17,40.0
4517698,2025-06-20 00:00:00,B,58.76,53.9,0.0,0.0,9.4,1.3,670.0,34453.0,2670.0,112.66,37.0
4517699,2025-06-20 00:00:00,B,61.25,54.6,0.0,0.0,10.4,1.4,444.0,36967.0,3142.0,115.85,40.0
4517700,2025-06-20 00:00:00,B,75.61,42.1,0.0,17.45,9.3,1.4,342.0,34195.0,3294.0,135.16,41.0
4517701,2025-06-20 00:00:00,B,67.75,52.1,0.0,0.0,10.1,2.0,554.0,34075.0,3121.0,119.85,38.0
4517702,2025-06-20 00:00:00,B,64.46,38.2,0.0,21.83,10.2,1.9,347.0,35372.0,3405.0,124.49,41.0
4517703,2025-06-20 00:00:00,B,68.13,55.2,0.0,0.0,9.8,1.8,319.0,33917.0,3257.0,123.33,37.0
4517704,2025-06-20 00:00:00,B,60.39,35.2,0.0,20.47,5.5,1.0,444.0,28362.0,3531.0,116.06,51.0
4517705,2025-06-20 00:00:00,B,66.62,54.2,0.0,0.0,6.7,2.2,398.0,31701.0,3516.0,120.82,42.0
4517706,2025-06-20 00:00:00,B,62.04,37.2,0.0,19.44,9.7,1.8,434.0,35089.0,3189.0,118.68,39.0
4517707,2025-06-20 00:00:00,B,64.51,51.1,0.0,0.0,12.0,1.6,594.0,32253.0,3242.0,115.61,45.0
4517708,2025-06-20 00:00:00,B,62.0,54.1,0.0,0.0,10.4,0.9,387.0,31254.0,3256.0,116.1,33.0
4517709,2025-06-20 00:00:00,B,68.4,37.7,0.0,19.73,10.1,1.2,375.0,33890.0,3393.0,125.83,40.0
4517710,2025-06-21 00:00:00,C,73.64,54.0,0.0,0.0,10.2,1.1,232.0,31361.0,3575.0,127.64,38.0
4517711,2025-06-21 00:00:00,C,61.05,41.1,0.0,20.52,10.3,0.8,325.0,33014.0,3582.0,122.67,39.0
4517712,2025-06-21 00:00:00,C,71.43,55.3,0.0,0.0,9.9,2.2,462.0,34784.0,3485.0,126.73,38.0
4517713,2025-06-21 00:00:00,C,62.79,51.7,0.0,0.0,10.8,1.3,451.0,31116.0,3242.0,114.49,35.0
4517714,2025-06-21 00:00:00,C,65.9,41.9,0.0,16.99,11.5,1.2,256.0,33179.0,3245.0,124.79,42.0
4517715,2025-06-21 00:00:00,C,58.18,61.4,0.0,0.0,10.9,1.9,342.0,33854.0,3688.0,119.58,44.0
4517716,2025-06-21 00:00:00,C,57.46,47.1,0.0,20.72,11.9,1.2,275.0,32041.0,3706.0,125.28,41.0
4517717,2025-06-21 00:00:00,C,58.17,44.2,0.0,22.86,11.2,1.2,576.0,32241.0,3293.0,125.23,40.0
4517718,2025-06-21 00:00:00,C,61.99,39.0,0.0,19.61,10.1,1.2,330.0,31496.0,3373.0,120.6,40.0
4517720,2025-06-21 00:00:00,C,68.0,36.0,0.0,25.88,10.6,1.2,290.0,31913.0,3148.0,129.88,48.0
4517721,2025-06-21 00:00:00,C,55.11,62.4,0.0,0.0,10.8,1.6,431.0,35255.0,3869.0,117.51,40.0
4517722,2025-06-21 00:00:00,A,60.13,41.1,0.0,30.27,10.7,1.4,842.0,38285.0,3601.0,131.5,53.0
4517723,2025-06-21 00:00:00,A,61.36,29.7,0.0,32.84,10.3,1.1,293.0,37032.0,3635.0,123.9,45.0
4517724,2025-06-21 00:00:00,A,59.88,57.6,0.0,0.0,10.9,1.2,327.0,30104.0,2958.0,117.48,42.0
4517725,2025-06-21 00:00:00,A,58.1,62.6,0.0,0.0,12.2,1.4,206.0,32193.0,3476.0,120.7,38.0
4517726,2025-06-21 00:00:00,A,61.88,67.3,0.0,0.0,12.8,1.5,125.0,34053.0,3672.0,129.18,38.0
4517727,2025-06-21 00:00:00,A,61.99,60.5,0.0,0.0,11.2,2.0,289.0,30989.0,3149.0,122.49,35.0
4517728,2025-06-21 00:00:00,A,58.57,69.0,0.0,0.0,12.7,2.5,449.0,35327.0,3804.0,127.57,39.0
4517729,2025-06-21 00:00:00,A,52.95,58.9,0.0,0.0,11.3,1.6,231.0,30062.0,3306.0,111.85,33.0
4517730,2025-06-21 00:00:00,A,62.75,59.0,0.0,0.0,12.7,1.4,210.0,31151.0,3424.0,121.75,43.0
4517731,2025-06-21 00:00:00,A,55.81,60.6,0.0,0.0,11.3,1.6,206.0,31277.0,3129.0,116.41,34.0
4517732,2025-06-21 00:00:00,A,57.0,63.1,0.0,0.0,11.9,1.4,209.0,32591.0,3482.0,120.1,36.0
4517733,2025-06-21 00:00:00,A,67.0,61.1,0.0,0.0,11.9,1.4,327.0,30382.0,3709.0,128.1,38.0
4517734,2025-06-21 00:00:00,B,63.33,60.1,0.0,0.0,11.8,1.5,342.0,34805.0,3519.0,123.43,41.0
4517735,2025-06-21 00:00:00,B,54.12,60.2,0.0,0.0,11.0,1.3,260.0,29904.0,3102.0,114.32,36.0
4517736,2025-06-21 00:00:00,B,61.7,59.1,0.0,0.0,11.0,1.4,262.0,28134.0,3424.0,120.8,36.0
4517737,2025-06-21 00:00:00,B,56.35,53.2,0.0,0.0,10.2,1.3,269.0,31872.0,3135.0,109.55,47.0
4517738,2025-06-21 00:00:00,B,61.53,28.1,0.0,32.38,9.0,1.0,289.0,33256.0,3291.0,122.01,43.0
4517739,2025-06-21 00:00:00,B,67.81,55.6,0.0,0.0,11.1,1.4,398.0,32735.0,3167.0,123.41,37.0
4517740,2025-06-21 00:00:00,B,60.13,36.5,0.0,23.15,9.8,1.1,352.0,32475.0,3216.0,119.78,40.0
4517741,2025-06-21 00:00:00,B,53.35,40.1,0.0,22.26,9.8,1.0,249.0,30162.0,3241.0,115.71,40.0
4517742,2025-06-21 00:00:00,B,62.73,55.1,0.0,0.0,9.8,1.3,297.0,31656.0,3012.0,117.83,34.0
4517744,2025-06-21 00:00:00,B,61.71,26.2,0.0,33.52,7.5,0.9,221.0,27846.0,3362.0,121.43,42.0
4517747,2025-06-22 00:00:00,C,62.8,62.2,0.0,0.0,10.1,1.3,328.0,33534.0,3504.0,125.0,46.0
4517748,2025-06-22 00:00:00,C,70.8,27.6,0.0,30.79,9.9,1.2,274.0,34939.0,3306.0,129.19,42.0
4517749,2025-06-22 00:00:00,C,61.0,36.9,0.0,22.69,9.0,1.2,199.0,34062.0,2875.0,120.59,41.0
4517750,2025-06-22 00:00:00,C,71.49,31.9,0.0,16.25,10.7,1.2,199.0,32489.0,3324.0,119.64,50.0
4517751,2025-06-22 00:00:00,C,68.37,48.0,0.0,0.0,8.2,1.1,820.0,29333.0,2683.0,116.37,34.0
4517752,2025-06-22 00:00:00,C,55.93,30.7,0.0,20.01,10.5,1.7,288.0,32634.0,2989.0,106.64,40.0
4517753,2025-06-22 00:00:00,C,68.55,39.7,0.0,18.5,10.9,1.1,208.0,37002.0,3080.0,126.75,47.0
4517754,2025-06-22 00:00:00,C,66.08,25.0,0.0,20.69,9.6,1.0,287.0,29496.0,2879.0,111.77,37.0
4517755,2025-06-22 00:00:00,C,71.88,45.0,0.0,0.0,9.8,1.4,177.0,29330.0,3323.0,116.88,38.0
4517756,2025-06-22 00:00:00,C,70.45,45.1,0.0,0.0,10.5,1.7,140.0,29473.0,3266.0,115.55,33.0
4517757,2025-06-22 00:00:00,C,69.51,32.4,0.0,30.96,10.3,1.3,243.0,33084.0,3405.0,132.87,44.0
4517758,2025-06-22 00:00:00,A,69.42,52.9,0.0,0.0,12.0,1.5,195.0,33687.0,3220.0,122.32,41.0
4517759,2025-06-22 00:00:00,A,67.43,55.2,0.0,0.0,10.4,1.2,254.0,32416.0,3062.0,122.63,37.0
4517760,2025-06-22 00:00:00,A,74.03,58.2,0.0,0.0,11.5,1.4,212.0,36846.0,3388.0,132.23000000000002,40.0
4517761,2025-06-22 00:00:00,A,59.47,40.9,0.0,16.2,10.1,1.2,403.0,37396.0,3170.0,116.57,43.0
